Table S2H. Relative protein abundance across organelle fractions collected by density gradient separation and quantified using TMT. Samples are mock infected cells at 72hpi.,,,,,,,,
,,,Organelle fraction,,,,,
O00231,PSMD11,Homo sapiens (Human),1,0.931590407,0.391134163,0.320297593,0.012169207,0
O00232,PSMD12,Homo sapiens (Human),1,0.85991321,0.326926194,0.165301453,0.033553189,0
O00264,PGRMC1,Homo sapiens (Human),0.432618048,1,0.692863732,0.580128799,0.049191212,0
O00291,HIP1,Homo sapiens (Human),0.956158518,0.954269891,1,0.626730242,0.029700992,0
O00299,CLIC1,Homo sapiens (Human),0.981249183,1,0.25054558,0.158965865,0,0.004188093
O00330,PDHX,Homo sapiens (Human),0.025272889,0.153265144,0.255383583,1,0.078661136,0
O00391,QSOX1,Homo sapiens (Human),0.225067276,1,0.489630849,0.251151629,0.014402676,0
O00410,IPO5,Homo sapiens (Human),0.507019913,0.596890907,0.362559645,1,0.041486337,0
O00425,IGF2BP3,Homo sapiens (Human),1,0.918797123,0.414535537,0.422282062,0.089422011,0
O00461,GOLIM4,Homo sapiens (Human),0.118328727,1,0.452093721,0.163010054,0.003772964,0
O00462,MANBA,Homo sapiens (Human),0.250454089,1,0.633748329,0.289280461,0.026030789,0
O00469,PLOD2,Homo sapiens (Human),0.18460964,0.854788571,1,0.693096103,0.02854282,0
O00471,EXOC5,Homo sapiens (Human),1,0.681511069,0.357374815,0.251641056,0,0.013215645
O00483,NDUFA4,Homo sapiens (Human),0,0.14455215,0.296308519,1,0.075415591,0.066274377
O00487,PSMD14,Homo sapiens (Human),1,0.820634057,0.284146026,0.303900883,0.122129049,0
O00505,KPNA3,Homo sapiens (Human),0.896128941,1,0.297245176,0.304007967,0,0.036430238
O00534,VWA5A,Homo sapiens (Human),1,0.96427714,0.323643064,0.211910473,0,0.036303941
O00560,SDCBP,Homo sapiens (Human),0.412369799,1,0.413272081,0.126485558,0.040512717,0
O00584,RNASET2,Homo sapiens (Human),0.210995376,1,0.687185733,0.289520094,0,0.013777089
O00622,CYR61,Homo sapiens (Human),0.305374681,1,0.472758155,0.227452554,0.034564913,0
O00746,NME4,Homo sapiens (Human),0.081829797,0.228876195,0.266911171,1,0.127414309,0
O00754,MAN2B1,Homo sapiens (Human),0.167201721,1,0.712282219,0.301721998,0.030563756,0
O14494,PLPP1,Homo sapiens (Human),0.560019935,1,0.535554021,0.203012099,0,0.012217459
O14495,PLPP3,Homo sapiens (Human),0.836250849,1,0.583289099,0.261386432,0.010982654,0
O14548,COX7A2L,Homo sapiens (Human),0.005124214,0.161455954,0.233724298,1,0.016825854,0
O14561,NDUFAB1,Homo sapiens (Human),0,0.143909258,0.285965842,1,0.056859373,0.067979261
O14569,CYB561D2,Homo sapiens (Human),0.974399734,1,0.631392596,0.54283302,0.047944436,0
O14579,COPE,Homo sapiens (Human),0.722646022,1,0.429916069,0.230417375,0,0.026469754
O14617,AP3D1,Homo sapiens (Human),1,0.88975786,0.364921138,0.224593324,0.051658833,0
O14656,TOR1A,Homo sapiens (Human),0.334967091,1,0.538925986,0.479124287,0.096736416,0
O14662,STX16,Homo sapiens (Human),0.563757547,1,0.522396458,0.245295243,0.082070762,0
O14672,ADAM10,Homo sapiens (Human),0.836460269,1,0.659985818,0.518135443,0.13681122,0
O14683,TP53I11,Homo sapiens (Human),0.752817547,1,0.446743312,0.308732381,0,0.015391518
O14734,ACOT8,Homo sapiens (Human),0.044464449,0.448498015,0.298918471,1,0.277592019,0
O14763,TNFRSF10B,Homo sapiens (Human),1,0.904534033,0.512146385,0.304324748,0.001344125,0
O14773,TPP1,Homo sapiens (Human),0.130926053,1,0.740812074,0.30647796,0,0.013220289
O14817,TSPAN4,Homo sapiens (Human),0.991277598,1,0.402902039,0.226242726,0,0.007704895
O14818,PSMA7,Homo sapiens (Human),1,0.949397905,0.30841047,0.228483361,0.02565819,0
O14832,PHYH,Homo sapiens (Human),0.088726636,0.414277306,0.430849959,1,0.128246438,0
O14874,BCKDK,Homo sapiens (Human),0,0.149049231,0.245373317,1,0.072212119,0.016622225
O14880,MGST3,Homo sapiens (Human),0,0.169891993,0.32471357,1,0.067319569,0.091173538
O14908,GIPC1,Homo sapiens (Human),1,0.722372522,0.304495638,0.196069508,0,0.014973767
O14936,CASK,Homo sapiens (Human),1,0.684852935,0.393385892,0.215834016,0,0.003421339
O14949,UQCRQ,Homo sapiens (Human),0,0.158403284,0.363997864,1,0.030072885,0.083040075
P19105,MYL12A,Homo sapiens (Human),1,0.671580352,0.774313464,0.78256382,0.154290063,0
O14964,HGS,Homo sapiens (Human),1,0.90334409,0.287747307,0.199676003,0.0006935,0
O14974,PPP1R12A,Homo sapiens (Human),1,0.630248146,0.314339502,0.222275425,0,0.024077804
O14980,XPO1,Homo sapiens (Human),0.883257018,1,0.37001454,0.353512858,0.016002787,0
O15031,PLXNB2,Homo sapiens (Human),1,0.859676531,0.474360099,0.283377292,0.029424335,0
O15091,KIAA0391,Homo sapiens (Human),0.291146968,0.302750198,0.317804686,1,0,0.029753442
O15118,NPC1,Homo sapiens (Human),0.267580335,1,0.584951461,0.165946303,0.016659374,0
O15126,SCAMP1,Homo sapiens (Human),0.49182006,1,0.565759243,0.342065554,0.003711334,0
O15127,SCAMP2,Homo sapiens (Human),0.709550402,1,0.405490571,0.239004329,0.03763645,0
O15143,ARPC1B,Homo sapiens (Human),1,0.977439639,0.348593141,0.253992941,0,0.03330131
O15144,ARPC2,Homo sapiens (Human),1,0.925085884,0.330254217,0.221336953,0,0.03860809
O15145,ARPC3,Homo sapiens (Human),1,0.881743978,0.326741512,0.209202939,0,0.074807808
O15162,PLSCR1,Homo sapiens (Human),1,0.998020412,0.517546963,0.235868296,0,0.033043173
O15173,PGRMC2,Homo sapiens (Human),0.43402402,1,0.750851099,0.591896552,0.089252759,0
O15194,CTDSPL,Homo sapiens (Human),1,0.681563727,0.321163504,0.178707073,0,0.005643699
O15228,GNPAT,Homo sapiens (Human),0.076879731,0.418455547,0.371991069,1,0.110423297,0
O15254,ACOX3,Homo sapiens (Human),0.078703215,0.4851464,0.369467163,1,0.213634675,0
O15258,RER1,Homo sapiens (Human),0.511323146,1,0.552420279,0.478781714,0.01403417,0
O15260,SURF4,Homo sapiens (Human),0.611661441,1,0.550609784,0.551071976,0.098410927,0
O15269,SPTLC1,Homo sapiens (Human),0.686324746,1,0.628908132,0.532241969,0.041599346,0
O15320,CTAGE5,Homo sapiens (Human),0.316857474,0.725019459,0.816075226,1,0,0.065742088
O15321,TM9SF1,Homo sapiens (Human),0.15630733,1,0.397470513,0.187148129,0.015294803,0
O15372,EIF3H,Homo sapiens (Human),0.720046215,1,0.540258435,0.843236133,0,0.055916252
O15382,BCAT2,Homo sapiens (Human),0.099695622,0.210421248,0.297896785,1,0.056152753,0
O15400,STX7,Homo sapiens (Human),0.575174227,1,0.542371286,0.190354644,0,0.019567955
O15427,SLC16A3,Homo sapiens (Human),1,0.655048946,0.347979639,0.200665552,0,0.01177115
O15439,ABCC4,Homo sapiens (Human),1,0.860277068,0.639461713,0.35967861,0.016878503,0
O15460,P4HA2,Homo sapiens (Human),0.107724448,0.6420056,1,0.826261228,0.005621674,0
O15484,CAPN5,Homo sapiens (Human),1,0.70158715,0.434942966,0.296209219,0.025076217,0
O15498,YKT6,Homo sapiens (Human),0.730646787,1,0.323669594,0.223642866,0,0.035683216
O15511,ARPC5,Homo sapiens (Human),1,0.848489055,0.382270643,0.214198491,0.010218223,0
O43169,CYB5B,Homo sapiens (Human),0.403120357,0.573345707,0.452611759,1,0.114667014,0
O43175,PHGDH,Homo sapiens (Human),1,0.687356884,0.178661253,0.165009278,0,0.000166127
O43237,DYNC1LI2,Homo sapiens (Human),1,0.804342683,0.313404757,0.281815741,0,0.00329271
O43242,PSMD3,Homo sapiens (Human),1,0.862742452,0.360009318,0.319437259,0,0.065398674
O43264,ZW10,Homo sapiens (Human),0.737334502,1,0.456644441,0.377799773,0.017799765,0
O43292,GPAA1,Homo sapiens (Human),0.365143926,1,0.61165546,0.620478987,0.173263204,0
O43293,DAPK3,Homo sapiens (Human),1,0.57260507,0.371199023,0.382767734,0.021906558,0
O43294,TGFB1I1,Homo sapiens (Human),1,0.475208688,0.204598772,0.135744783,0.055771244,0
O43325,LYRM1,Homo sapiens (Human),0,0.102867438,0.253069849,1,0.016681083,0.017998595
O43396,TXNL1,Homo sapiens (Human),1,0.829689945,0.215885446,0.107069541,0.015980379,0
O43399,TPD52L2,Homo sapiens (Human),0.609621317,1,0.340736125,0.215720532,0.014744361,0
O43491,#N/A,#N/A,1,0.676070392,0.332920785,0.19836755,0,0.012779162
O43491-4,#N/A,#N/A,1,0.665249851,0.29204845,0.265877927,0,0.037732853
O43504,LAMTOR5,Homo sapiens (Human),0.57742083,1,0.431772958,0.351905824,0,0.024695256
O43615,TIMM44,Homo sapiens (Human),0,0.099276618,0.255062922,1,0.085124277,0.044004443
O43617,TRAPPC3,Homo sapiens (Human),0.850375826,1,0.425580215,0.221989774,0.021677426,0
O43633,CHMP2A,Homo sapiens (Human),0.720093088,1,0.348000673,0.150273676,0,0.037518623
O43657,TSPAN6,Homo sapiens (Human),0.317661413,1,0.493092784,0.169042162,0.02076502,0
O43674,NDUFB5,Homo sapiens (Human),0,0.174183716,0.315021069,1,0.025493133,0.076056059
O43676,NDUFB3,Homo sapiens (Human),0,0.119363903,0.29278942,1,0.072032692,0.099509808
O43677,NDUFC1,Homo sapiens (Human),0,0.128176066,0.288742149,1,0.031120363,0.120568102
O43678,NDUFA2,Homo sapiens (Human),0,0.151990089,0.282427894,1,0.103000479,0.053473654
O43681,ASNA1,Homo sapiens (Human),1,0.847404719,0.272790248,0.223382197,0.007861755,0
O43707,ACTN4,Homo sapiens (Human),1,0.670513542,0.286372816,0.211170446,0,0.010355997
O43716,GATC,Homo sapiens (Human),0.27382186,0.360459015,0.353944259,1,0.202709696,0
O43747,AP1G1,Homo sapiens (Human),0.708274046,1,0.540479673,0.195058871,0.002991135,0
O43760,SYNGR2,Homo sapiens (Human),0.568825136,1,0.357830781,0.204459686,0,0.032276
O43772,SLC25A20,Homo sapiens (Human),0,0.137942146,0.296011228,1,0.092985031,0.039878246
O43776,NARS,Homo sapiens (Human),1,0.80687816,0.277523278,0.188123388,0,0.010550474
O43795,MYO1B,Homo sapiens (Human),1,0.653949159,0.36626319,0.239040965,0.00055358,0
O43813,LANCL1,Homo sapiens (Human),1,0.793665071,0.346418168,0.179167341,0.013851584,0
O43819,SCO2,Homo sapiens (Human),0.316399406,0.330381789,0.389890664,1,0.075290495,0
O43824,GTPBP6,Homo sapiens (Human),0.025540036,0.313031576,0.286156383,1,0.019281433,0
O43837,IDH3B,Homo sapiens (Human),0,0.14305993,0.259713953,1,0.033503467,0.003322147
O43852,#N/A,#N/A,0.169839692,1,0.882363211,0.496411402,0.003655302,0
O43852-2,#N/A,#N/A,0.223070928,1,0.886878792,0.55288061,0,0.008085199
O43854,EDIL3,Homo sapiens (Human),0.176876698,1,0.464779184,0.140563504,0,0.001334732
O43865,AHCYL1,Homo sapiens (Human),1,0.742539751,0.267006421,0.190044004,0.000369295,0
O43920,NDUFS5,Homo sapiens (Human),0,0.162452718,0.26317171,1,0.116465646,0.035303483
O60220,TIMM8A,Homo sapiens (Human),0,0.103217111,0.266296315,1,0.05434387,0.014754617
O60238,BNIP3L,Homo sapiens (Human),0.470495736,0.529340233,0.263835039,1,0.423248976,0
O60313,OPA1,Homo sapiens (Human),0,0.139385377,0.306411718,1,0.047580101,0.046576756
O60331,PIP5K1C,Homo sapiens (Human),1,0.567982526,0.292405292,0.24507767,0,0.011496192
O60476,MAN1A2,Homo sapiens (Human),0.137294201,1,0.382366436,0.115141078,0.018945514,0
O60486,PLXNC1,Homo sapiens (Human),1,0.807185452,0.54303485,0.452193517,0.107110457,0
O60488,ACSL4,Homo sapiens (Human),0.665508223,0.720314957,0.50348555,1,0.047104484,0
O60506,SYNCRIP,Homo sapiens (Human),0.905213944,1,0.569972087,0.474368196,0,0.030121899
O60507,TPST1,Homo sapiens (Human),0.143236005,1,0.398486772,0.132109129,0.024727001,0
O60568,PLOD3,Homo sapiens (Human),0.153671785,0.730742995,1,0.936534443,0.103013839,0
O60637,TSPAN3,Homo sapiens (Human),0.208389924,1,0.451315724,0.123260385,0,0.012441864
O60645,EXOC3,Homo sapiens (Human),1,0.610029703,0.392883499,0.23670336,0.004438386,0
O60664,PLIN3,Homo sapiens (Human),1,0.862600908,0.219440065,0.133396999,0,0.006952109
O60701,UGDH,Homo sapiens (Human),1,0.824062081,0.235336438,0.125684299,0.008309735,0
O60716,CTNND1,Homo sapiens (Human),1,0.572257366,0.327198251,0.190578461,0.009973834,0
O60749,SNX2,Homo sapiens (Human),1,0.959617349,0.347825438,0.221704072,0,0.004891258
O60762,DPM1,Homo sapiens (Human),0.572080549,1,0.788476877,0.674025731,0.021576461,0
O60763,USO1,Homo sapiens (Human),1,0.769173257,0.228074392,0.163236062,0.004487101,0
O60783,MRPS14,Homo sapiens (Human),0,0.114843635,0.225071624,1,0.205747097,0.079280646
O60831,PRAF2,Homo sapiens (Human),0.417816221,1,0.652222443,0.637373432,0.157980281,0
O60841,EIF5B,Homo sapiens (Human),0.944547404,1,0.446600533,0.399776608,0,0.022356304
O60869,EDF1,Homo sapiens (Human),0.999710647,1,0.474787184,0.405097304,0,0.024020366
O60884,DNAJA2,Homo sapiens (Human),1,0.986890424,0.356636096,0.283414302,0.007886642,0
O60888,CUTA,Homo sapiens (Human),0.664060488,0.925867316,0.481660776,1,0,0.029120723
O75027,ABCB7,Homo sapiens (Human),0,0.130444299,0.257214066,1,0.061517368,0.015127276
O75056,SDC3,Homo sapiens (Human),1,0.957184492,0.490465746,0.201406014,0,0.014290622
O75063,FAM20B,Homo sapiens (Human),0.296598622,1,0.617261429,0.490385968,0.05024292,0
O75083,WDR1,Homo sapiens (Human),1,0.897773565,0.274006563,0.177047172,0,0.018263379
O75110,ATP9A,Homo sapiens (Human),0.552919903,1,0.4892733,0.284704639,0.002474261,0
O75116,ROCK2,Homo sapiens (Human),1,0.801131685,0.400546651,0.245181658,0,0.017716489
O75131,CPNE3,Homo sapiens (Human),0.665071892,1,0.312931314,0.174767592,0,0.038673366
O75165,DNAJC13,Homo sapiens (Human),0.349365733,1,0.475336665,0.193583501,0.003538149,0
O75208,COQ9,Homo sapiens (Human),0,0.181677637,0.258526416,1,0.020536002,0.041493002
O75306,NDUFS2,Homo sapiens (Human),0,0.133039047,0.262936857,1,0.148484291,0.020432164
O75323,GBAS,Homo sapiens (Human),0,0.135128991,0.26527448,1,0.052085751,0.062583287
O75348,ATP6V1G1,Homo sapiens (Human),0.646742113,1,0.426270155,0.144268434,0.033630425,0
O75367,H2AFY,Homo sapiens (Human),0,0.022030094,0.060740124,0.975814399,1,0.178105891
O75368,SH3BGRL,Homo sapiens (Human),0.73540401,1,0.302647517,0.230172131,0.013248953,0
O75369,FLNB,Homo sapiens (Human),1,0.60604273,0.369329184,0.300717326,0,0.007859066
O75380,NDUFS6,Homo sapiens (Human),0,0.156934756,0.284606179,1,0.069464895,0.036458937
O75381,PEX14,Homo sapiens (Human),0.016930877,0.368607007,0.411432288,1,0,0.050714526
O75390,CS,Homo sapiens (Human),0,0.128473318,0.282068871,1,0.073852547,0.048616673
O75396,SEC22B,Homo sapiens (Human),0.714534055,1,0.494934359,0.422997387,0.027944612,0
O75431,MTX2,Homo sapiens (Human),0.172998311,0.294007652,0.330308869,1,0.023836825,0
O75438,NDUFB1,Homo sapiens (Human),0,0.128370121,0.278811002,1,0.086568337,0.077914712
O75439,PMPCB,Homo sapiens (Human),0,0.115451558,0.250436857,1,0.105602694,0.050412294
O75477,ERLIN1,Homo sapiens (Human),0.254831561,1,0.640557616,0.498326949,0,0.016882814
O75489,NDUFS3,Homo sapiens (Human),0,0.122868476,0.274938736,1,0.166504653,0.083361758
O75503,CLN5,Homo sapiens (Human),0.172262182,1,0.690961914,0.226270536,0.012226086,0
O75508,CLDN11,Homo sapiens (Human),0.719679299,1,0.464617971,0.20468936,0,0.017551527
O75521,ECI2,Homo sapiens (Human),0,0.232143085,0.35212496,1,0.023279705,0.017264858
O75531,BANF1,Homo sapiens (Human),0,0.182133939,0.380961959,1,0.181795761,0.203992024
O75534,CSDE1,Homo sapiens (Human),0.854842335,1,0.461377885,0.337376309,0.003863094,0
O75600,GCAT,Homo sapiens (Human),0.074515006,0.266631349,0.311270723,1,0.097570036,0
O75695,RP2,Homo sapiens (Human),1,0.720473038,0.376448721,0.223027148,0,0.00106687
O75718,CRTAP,Homo sapiens (Human),0.128681767,0.716688925,1,0.776070352,0.078086242,0
O75746,SLC25A12,Homo sapiens (Human),0,0.121508073,0.299966244,1,0.06478589,0.051557808
O75762,TRPA1,Homo sapiens (Human),0.913388154,1,0.595341752,0.353497811,0,0.005191055
O75781,PALM,Homo sapiens (Human),1,0.556261465,0.243608554,0.16285613,0.003326832,0
O75787,ATP6AP2,Homo sapiens (Human),0.284908704,1,0.490609052,0.118436401,0,0.033171561
O75844,ZMPSTE24,Homo sapiens (Human),0.603939573,1,0.598356209,0.442453238,0,0.015722992
O75874,IDH1,Homo sapiens (Human),1,0.859182142,0.164227739,0.154296529,0.014698781,0
O75879,GATB,Homo sapiens (Human),0.060974624,0.156996658,0.226360696,1,0.025817047,0
O75880,SCO1,Homo sapiens (Human),0,0.129325514,0.297035066,1,0.073219367,0.027121325
O75886,STAM2,Homo sapiens (Human),0.865236589,1,0.374616429,0.170750755,0,0.003293519
O75915,ARL6IP5,Homo sapiens (Human),0.406979931,1,0.79755587,0.734415411,0.085476484,0
O75935,DCTN3,Homo sapiens (Human),1,0.8051183,0.403824369,0.263133889,0.046527616,0
O75947,ATP5H,Homo sapiens (Human),0,0.158570132,0.29973658,1,0.074235235,0.064994748
O75955,FLOT1,Homo sapiens (Human),1,0.982204652,0.625002079,0.334990952,0.001682043,0
O75962,TRIO,Homo sapiens (Human),1,0.918328992,0.458856772,0.269620634,0,0.008853989
O75964,ATP5L,Homo sapiens (Human),0,0.143123522,0.282955575,1,0.097411264,0.062662138
O75976,CPD,Homo sapiens (Human),0.156815298,1,0.412666985,0.148339013,0.012605681,0
O76024,WFS1,Homo sapiens (Human),0.268757717,1,0.934731794,0.834510995,0.108949398,0
O76031,CLPX,Homo sapiens (Human),0,0.11843582,0.265659266,1,0.04847199,0.051623266
O76074,PDE5A,Homo sapiens (Human),1,0.906974884,0.25906712,0.19641616,0.012524003,0
O76081,RGS20,Homo sapiens (Human),1,0.72949998,0.367602519,0.199064541,0,0.016666014
O94760,DDAH1,Homo sapiens (Human),1,0.923468176,0.287856361,0.190521999,0.010105411,0
O94766,B3GAT3,Homo sapiens (Human),0.343507718,1,0.431623458,0.225112107,0,0.008033157
O94826,TOMM70A,Homo sapiens (Human),0,0.174123737,0.294668951,1,0.062923387,0.047094161
O94887,FARP2,Homo sapiens (Human),1,0.724246514,0.533994188,0.384218344,0,0.03643747
O94905,ERLIN2,Homo sapiens (Human),0.317164251,1,0.742232725,0.556453963,0,0.017897194
O94919,ENDOD1,Homo sapiens (Human),0.459827018,1,0.350370163,0.284111173,0.012062876,0
O94925,#N/A,#N/A,0.025236694,0.12388636,0.270209381,1,0.097301162,0
O94925-3,#N/A,#N/A,0,0.109245067,0.303982983,1,0.051397188,0.075434406
O94929,ABLIM3,Homo sapiens (Human),1,0.676887925,0.397368425,0.273241329,0.052939823,0
O94973,AP2A2,Homo sapiens (Human),0.909296322,1,0.81679667,0.50743212,0.009532347,0
O94979,SEC31A,Homo sapiens (Human),1,0.872366623,0.351767298,0.340589572,0,0.015934986
O95139,NDUFB6,Homo sapiens (Human),0,0.159369149,0.28613161,1,0.105861937,0.089813743
O95140,MFN2,Homo sapiens (Human),0,0.197621026,0.301710825,1,0.075517242,0.001552894
O95167,NDUFA3,Homo sapiens (Human),0.002488277,0.190641468,0.262913414,1,0.111605035,0
O95168,NDUFB4,Homo sapiens (Human),0,0.152713732,0.244414326,1,0.199563934,0.019757201
O95169,NDUFB8,Homo sapiens (Human),0,0.11186324,0.258310011,1,0.133877093,0.018704896
O95182,NDUFA7,Homo sapiens (Human),0,0.164582406,0.27829224,1,0.037585628,0.020980019
O95183,VAMP5,Homo sapiens (Human),1,0.78046245,0.460093469,0.226500262,0,0.039258616
O95202,LETM1,Homo sapiens (Human),0,0.137932757,0.281704241,1,0.078137911,0.054512605
O95249,GOSR1,Homo sapiens (Human),0.172091202,1,0.304781235,0.118773818,0,0.003836013
O95292,VAPB,Homo sapiens (Human),0.690031806,1,0.59311127,0.693450693,0,0.038073548
O95297,MPZL1,Homo sapiens (Human),1,0.871998308,0.456131271,0.287274938,0,0.028219529
E9PQ53,NDUFC2-KCTD14,Homo sapiens (Human),0.077315739,0.141924083,0.259918863,1,0,0.014604898
O95299,NDUFA10,Homo sapiens (Human),0,0.150050389,0.296303957,1,0.052995507,0.072293976
O95302,FKBP9,Homo sapiens (Human),0.130914264,0.829550651,1,0.709069122,0,0.002171763
O95336,PGLS,Homo sapiens (Human),0.942087102,1,0.309445273,0.155030551,0.023801785,0
O95373,IPO7,Homo sapiens (Human),1,0.908469614,0.381921031,0.350730989,0,0.01102666
O95394,PGM3,Homo sapiens (Human),1,0.919375792,0.264282537,0.267732778,0,0.004397882
O95425,SVIL,Homo sapiens (Human),1,0.760017466,0.471185993,0.340486042,0,0.000155723
O95470,SGPL1,Homo sapiens (Human),0.602362387,0.883288813,0.958992711,1,0.036025621,0
O95477,ABCA1,Homo sapiens (Human),0.82986266,1,0.607741967,0.368534853,0,0.01436581
O95479,H6PD,Homo sapiens (Human),0.322713495,1,0.906345831,0.571358024,0.071534294,0
O95562,SFT2D2,Homo sapiens (Human),0.920142963,1,0.512130405,0.239197082,0.034116665,0
O95571,ETHE1,Homo sapiens (Human),0,0.15079992,0.312115186,1,0.073538493,0.041309702
O95573,ACSL3,Homo sapiens (Human),0.634544742,1,0.685245269,0.614151487,0.020243426,0
O95721,SNAP29,Homo sapiens (Human),1,0.921177553,0.487098727,0.239817256,0,0.000367454
O95772,STARD3NL,Homo sapiens (Human),0.358658068,1,0.574273359,0.174815544,0.016016781,0
O95782,AP2A1,Homo sapiens (Human),0.881252145,1,0.825259346,0.457597406,0.03189745,0
O95810,SDPR,Homo sapiens (Human),0.713186361,1,0.95599082,0.332854913,0.017276726,0
O95816,BAG2,Homo sapiens (Human),0.199942106,1,0.804244543,0.67279494,0,0.065348186
O95822,MLYCD,Homo sapiens (Human),0.085012359,0.200121614,0.30300183,1,0.034682476,0
O95831,AIFM1,Homo sapiens (Human),0,0.123157883,0.258958938,1,0.058219669,0.055029676
O95864,FADS2,Homo sapiens (Human),0.587512611,1,0.783171637,0.605853839,0.058477732,0
O95865,DDAH2,Homo sapiens (Human),1,0.685359524,0.195540218,0.142097917,0.03488159,0
O95881,TXNDC12,Homo sapiens (Human),0.239745092,1,0.779461101,0.57540944,0.025627203,0
O95980,RECK,Homo sapiens (Human),1,0.713123883,0.369191773,0.215334183,0.009318583,0
O96000,NDUFB10,Homo sapiens (Human),0,0.15074993,0.278708471,1,0.09304232,0.057758036
O96005,CLPTM1,Homo sapiens (Human),0.297247614,1,0.71051246,0.611179266,0,0.033041281
O96008,TOMM40,Homo sapiens (Human),0,0.174123109,0.297510663,1,0.078377821,0.066729728
O96011,PEX11B,Homo sapiens (Human),0.096710171,0.58773274,0.51604311,1,0.028505134,0
P00156,MT-CYB,Homo sapiens (Human),0,0.171414406,0.300079867,1,0.071828554,0.032008018
P00167,CYB5A,Homo sapiens (Human),0.615153089,1,0.648111021,0.549818426,0.00339262,0
P00338,LDHA,Homo sapiens (Human),0.971149224,1,0.278798744,0.238002415,0.005637905,0
P00387,CYB5R3,Homo sapiens (Human),0.267745091,0.557643586,0.514389223,1,0.016077201,0
P00390,GSR,Homo sapiens (Human),0.675945109,0.769482854,0.441606686,1,0,0.013097583
P00403,MT-CO2,Homo sapiens (Human),0,0.136009663,0.275250935,1,0.228422588,0.083133938
P00441,SOD1,Homo sapiens (Human),0.354346424,1,0.389729649,0.134794567,0,0.001927561
P00505,GOT2,Homo sapiens (Human),0,0.131587131,0.288606927,1,0.062935898,0.053352294
P00533,EGFR,Homo sapiens (Human),1,0.851323344,0.441862298,0.249654768,0.020544746,0
P00558,PGK1,Homo sapiens (Human),0.914080399,1,0.236889339,0.148585527,0,0.018924759
P00568,AK1,Homo sapiens (Human),0.892910393,1,0.231842715,0.134440432,0.064063004,0
P00749,PLAU,Homo sapiens (Human),0.26146258,1,0.522365468,0.295251131,0,0.009196617
P00750,PLAT,Homo sapiens (Human),0.229956341,1,0.548098333,0.234394279,0.011148648,0
P01033,TIMP1,Homo sapiens (Human),0.224030007,1,0.527208867,0.374548343,0.016791535,0
P01111,NRAS,Homo sapiens (Human),1,0.718867983,0.232040611,0.144185462,0.012771463,0
P01112,HRAS,Homo sapiens (Human),1,0.762232464,0.451521715,0.213878386,0.040539036,0
P01116,KRAS,Homo sapiens (Human),1,0.924251812,0.381428358,0.256072784,0.004074486,0
P01130,LDLR,Homo sapiens (Human),0.481042548,1,0.541307369,0.23688965,0,0.007384257
P01889,HLA-B,Homo sapiens (Human),1,0.858278915,0.480476472,0.231600524,0.008752839,0
P02452,COL1A1,Homo sapiens (Human),0.128535171,1,0.801498447,0.508370907,0.03828256,0
P02461,COL3A1,Homo sapiens (Human),0.331909026,1,0.768429828,0.759293119,0.044097474,0
