Uniprot Accession,Gene,Organism,1,2,3,4,5,6
O00186,STXBP3,Homo sapiens (Human),0.512318996,1,0.913543151,0.151770325,0.114707365,0
O00214,LGALS8,Homo sapiens (Human),1,0.772214143,0.648757892,0.239078307,0.272554695,0
O00217,NDUFS8,Homo sapiens (Human),0,0.075681557,0.512153442,1,0.733630213,0.322316031
O00231,PSMD11,Homo sapiens (Human),0.028262589,0.271583145,0,0.06258898,1,0.53171632
O00232,PSMD12,Homo sapiens (Human),0,0.066076568,0.119433821,0.20703489,1,0.897809819
O00264,PGRMC1,Homo sapiens (Human),0.164658966,0.870634998,1,0.396493829,0.713434856,0
O00291,HIP1,Homo sapiens (Human),0.475960826,0.564286713,1,0.206431257,0.163963937,0
O00299,CLIC1,Homo sapiens (Human),0.538254295,1,0.170642955,0,0.238452403,0.053500005
O00330,PDHX,Homo sapiens (Human),0,0.084730171,0.496658825,1,0.832856574,0.419086559
O00400,SLC33A1,Homo sapiens (Human),0,0.626539692,0.62798042,0.391821702,1,0.034889916
O00410,IPO5,Homo sapiens (Human),0,0.194910879,0.688006795,1,0.673840614,0.246510238
O00461,GOLIM4,Homo sapiens (Human),0,0.714402461,1,0.239410331,0.606324498,0.005178035
O00468,AGRN,Homo sapiens (Human),0,0.554623612,0.921367182,0.387196355,1,0.168713399
O00469,PLOD2,Homo sapiens (Human),0,0.650390746,0.939797166,0.396770485,1,0.024985771
O00471,EXOC5,Homo sapiens (Human),0,0.11324286,0.522583718,0.849243061,1,0.347914345
O00483,NDUFA4,Homo sapiens (Human),0,0.101740108,0.658139222,1,0.688231637,0.302524102
O00560,SDCBP,Homo sapiens (Human),0.699372817,1,0.523731945,0.167038125,0.142115292,0
O00584,RNASET2,Homo sapiens (Human),0.147233463,0.622776648,1,0.527576864,0.247142969,0
O00622,CYR61,Homo sapiens (Human),0,0.348812579,0.34578651,0.30413253,1,0.589862001
O00746,NME4,Homo sapiens (Human),0,0.032581149,0.329003706,0.817999251,1,0.686402528
O00748,CES2,Homo sapiens (Human),0.245520665,0.987529055,1,0.60946889,0.882011452,0
O00754,MAN2B1,Homo sapiens (Human),0.284277601,0.731852118,1,0.469838491,0.224106438,0
O14494,PLPP1,Homo sapiens (Human),0.380410245,1,0.892715241,0.269703285,0.133639874,0
O14495,PLPP3,Homo sapiens (Human),0.533817734,1,0.523832098,0.181084929,0.153489617,0
O14523,C2CD2L,Homo sapiens (Human),0.35160312,1,0.824630586,0.15671306,0.229093209,0
O14548,COX7A2L,Homo sapiens (Human),0,0.069120413,0.531009882,1,0.740968457,0.326963838
O14561,NDUFAB1,Homo sapiens (Human),0,0.0858694,0.465132458,1,0.787190736,0.365995442
O14618,CCS,Homo sapiens (Human),0,0.114387092,0.365804813,0.413927452,1,0.174309483
O14653,GOSR2,Homo sapiens (Human),0.172294652,0.941858948,1,0.28304626,0.412798659,0
O14656,TOR1A,Homo sapiens (Human),0.184090942,0.912659897,1,0.329946616,0.795036459,0
O14657,TOR1B,Homo sapiens (Human),0.108557817,0.88657824,1,0.283097513,0.644830385,0
O14672,ADAM10,Homo sapiens (Human),0,0.518870974,0.785899308,0.432995927,1,0.061609599
O14681,EI24,Homo sapiens (Human),0.076748297,0.804774829,1,0.260699693,0.731194702,0
O14735,CDIPT,Homo sapiens (Human),0.022061618,0.461412512,0.478039804,0.332821385,1,0
O14745,SLC9A3R1,Homo sapiens (Human),0.879130623,1,0.357902265,0.234682324,0.134491573,0
O14773,TPP1,Homo sapiens (Human),0,0.462471653,1,0.429572421,0.286797741,0.00524009
O14818,PSMA7,Homo sapiens (Human),0.455236678,1,0.315868771,0,0.731983321,0.116904848
O14828,SCAMP3,Homo sapiens (Human),0.260188537,1,0.663501548,0.124644645,0.142303447,0
O14874,BCKDK,Homo sapiens (Human),0,0.142694953,0.579373078,1,0.980095508,0.391100174
O14879,IFIT3,Homo sapiens (Human),0,0.152308472,0.101289793,0.316112107,1,0.742233708
O14880,MGST3,Homo sapiens (Human),0,0.121194333,0.617960089,0.781444376,1,0.48581363
Q5SRD1,TIMM23B,Homo sapiens (Human),0,0.094071887,0.597358175,1,0.626341883,0.227639829
O14949,UQCRQ,Homo sapiens (Human),0,0.097864536,0.581820446,0.965414464,1,0.489306479
P19105,MYL12A,Homo sapiens (Human),0.055599309,0.134832855,1,0.230443658,0.100040452,0
O14964,HGS,Homo sapiens (Human),0.698173009,1,0.408109034,0.067416089,0.127855779,0
O14980,XPO1,Homo sapiens (Human),0,0.035874551,0.08606247,0.182458691,1,0.592668798
O15031,PLXNB2,Homo sapiens (Human),0.477676112,1,0.928030862,0.332631365,0.616861767,0
O15091,KIAA0391,Homo sapiens (Human),0,0.059535908,0.607393482,1,0.726053234,0.424335246
O15118,NPC1,Homo sapiens (Human),0.404917094,0.920843741,1,0.308995006,0.174440886,0
O15121,DEGS1,Homo sapiens (Human),0.086576823,0.893515738,1,0.373595818,0.773662551,0
O15126,SCAMP1,Homo sapiens (Human),0.299639465,1,0.613867377,0.110670568,0.15715944,0
O15127,SCAMP2,Homo sapiens (Human),0.325681614,1,0.81039813,0.276450541,0.414764692,0
O15144,ARPC2,Homo sapiens (Human),0.880098612,1,0.374318341,0,0.59152541,0.141589134
O15145,ARPC3,Homo sapiens (Human),0.578522689,0.727572975,0.156043876,0,0.799837337,1
O15162,PLSCR1,Homo sapiens (Human),0.647649906,1,0.76275851,0.216464659,0.148870457,0
O15173,PGRMC2,Homo sapiens (Human),0.106644511,0.791975927,0.924377601,0.377679552,1,0
O15228,GNPAT,Homo sapiens (Human),0,0.187744285,0.42608672,0.478690166,1,0.213522559
O15235,MRPS12,Homo sapiens (Human),0,0.113862221,0.801830086,1,0.783146805,0.432053699
O15254,ACOX3,Homo sapiens (Human),0,0.130530806,0.368543412,0.36521978,1,0.24590719
O15258,RER1,Homo sapiens (Human),0.078305315,0.848693884,0.881482426,0.407134201,1,0
O15260,SURF4,Homo sapiens (Human),0,0.601533387,0.561521069,0.454142945,1,0.047198537
O15269,SPTLC1,Homo sapiens (Human),0.275865006,1,0.963596358,0.376202716,0.520488903,0
O15270,SPTLC2,Homo sapiens (Human),0.108904326,0.722247556,1,0.266032481,0.431514821,0
O15320,CTAGE5,Homo sapiens (Human),0.08998801,0.658190442,1,0.264116963,0.26235726,0
O15321,TM9SF1,Homo sapiens (Human),0,0.602149573,1,0.226314429,0.550773435,0.047445314
O15372,EIF3H,Homo sapiens (Human),0,0.225760859,0.476551506,0.392191218,1,0.557975594
O15382,BCAT2,Homo sapiens (Human),0,0.041515138,0.494009142,1,0.865852433,0.424244567
O15400,STX7,Homo sapiens (Human),0.356144082,1,0.727609608,0.131392798,0.080380058,0
O15427,SLC16A3,Homo sapiens (Human),0.613830956,1,0.744959977,0.16748854,0.139689355,0
O15439,ABCC4,Homo sapiens (Human),0.673885252,0.972472692,1,0.357693473,0.329348114,0
O15460,P4HA2,Homo sapiens (Human),0,0.552656806,0.96863946,0.426975032,1,0.09269899
O15484,CAPN5,Homo sapiens (Human),0.812367289,1,0.887227458,0.510677176,0.398191835,0
O15498,YKT6,Homo sapiens (Human),0.624380131,1,0.73760055,0.212529011,0.576541908,0
O15511,ARPC5,Homo sapiens (Human),0.711990273,1,0.481348534,0.25088397,0.823375204,0
O15533,TAPBP,Homo sapiens (Human),0.219086874,0.825320345,0.635699895,0.625820871,1,0
O43143,DHX15,Homo sapiens (Human),0,0.108630735,0.065133369,0.008481823,1,0.471634131
O43169,CYB5B,Homo sapiens (Human),0,0.588809571,1,0.584102255,0.795627763,0.158737937
O43175,PHGDH,Homo sapiens (Human),0,0.148940799,0.175345094,0.400228219,1,0.444036352
O43181,NDUFS4,Homo sapiens (Human),0,0.088338358,0.556877678,1,0.627807192,0.257128607
O43292,GPAA1,Homo sapiens (Human),0.086045823,0.736684667,0.927443397,0.354691838,1,0
O43399,TPD52L2,Homo sapiens (Human),0.266087463,1,0.501456624,0.223753456,0.266577819,0
O43402,EMC8,Homo sapiens (Human),0,0.607596721,1,0.268806218,0.545188139,0.051638411
O43464,HTRA2,Homo sapiens (Human),0,0.042037116,0.509915059,1,0.372754393,0.126740988
O43488,AKR7A2,Homo sapiens (Human),0,0.159797231,0.494051057,0.786940217,1,0.534721248
O43491,#N/A,#N/A,1,0.969400145,0.443322208,0.186887799,0.112086943,0
O43493,TGOLN2,Homo sapiens (Human),0,0.62572579,1,0.062050661,0.463432775,0.054681015
O43504,LAMTOR5,Homo sapiens (Human),0.551825528,1,0.717907456,0.112978288,0.139289954,0
O43615,TIMM44,Homo sapiens (Human),0,0.070765053,0.535167658,1,0.718333892,0.301802745
O43617,TRAPPC3,Homo sapiens (Human),0.107556968,1,0.377282332,0,0.381808212,0.104387672
O43633,CHMP2A,Homo sapiens (Human),0.479491053,1,0.615416688,0.135719266,0.858528933,0
O43657,TSPAN6,Homo sapiens (Human),0.417498552,1,0.630302385,0.164662451,0.130849226,0
O43674,NDUFB5,Homo sapiens (Human),0,0.107176855,0.572297471,0.908943293,1,0.506101744
O43676,NDUFB3,Homo sapiens (Human),0,0.085890634,0.520647957,1,0.916147342,0.408090885
O43677,NDUFC1,Homo sapiens (Human),0,0.08399884,0.621785215,1,0.968910106,0.567273154
O43678,NDUFA2,Homo sapiens (Human),0,0.0855156,0.506967419,1,0.673360711,0.283066171
O43681,ASNA1,Homo sapiens (Human),0.314317814,0.159976793,0,0.235028815,1,0.314758206
O43707,ACTN4,Homo sapiens (Human),0.889291325,1,0.428783533,0.242433583,0.148107537,0
O43716,GATC,Homo sapiens (Human),0,0.123243469,0.569206545,1,0.639212612,0.269344984
O43731-2,KDELR3,Homo sapiens (Human),0.259029876,0.777579892,1,0.180844997,0.190156226,0
O43747,AP1G1,Homo sapiens (Human),0.151830024,0.965326298,1,0.157420808,0.176341098,0
O43760,SYNGR2,Homo sapiens (Human),0.536091377,1,0.579444714,0.215059772,0.268532969,0
O43772,SLC25A20,Homo sapiens (Human),0,0.090847174,0.469255104,1,0.992220885,0.400883628
O43776,NARS,Homo sapiens (Human),0,0.284362878,0.423219578,0.234677645,1,0.63232022
O43795,MYO1B,Homo sapiens (Human),1,0.978675275,0.676519415,0.176566731,0.196396454,0
O43819,SCO2,Homo sapiens (Human),0,0.30008999,1,0.561535003,0.953955593,0.115222536
O43837,IDH3B,Homo sapiens (Human),0,0.063217138,0.537523467,1,0.654432316,0.259884734
O43852,#N/A,#N/A,0.133885586,0.701373684,1,0.260269093,0.173207247,0
O43852-2,#N/A,#N/A,0.083729807,0.568431556,1,0.194479379,0.139683784,0
O43854,EDIL3,Homo sapiens (Human),0.83096794,1,0.36474251,0.164325897,0.228949067,0
O43920,NDUFS5,Homo sapiens (Human),0,0.079233338,0.50556982,1,0.804558142,0.329418768
O60220,TIMM8A,Homo sapiens (Human),0,0.076362589,0.598823079,1,0.371088302,0.133595412
O60291,MGRN1,Homo sapiens (Human),0.240939792,0.887265258,1,0.268175304,0.344326424,0
O60313,OPA1,Homo sapiens (Human),0,0.106149168,0.689950645,1,0.471226916,0.200484975
O60476,MAN1A2,Homo sapiens (Human),0,0.67597705,1,0.197681767,0.573735681,0.118674333
O60488,ACSL4,Homo sapiens (Human),0,0.241765799,0.852943023,1,0.595755249,0.078833858
O60493,SNX3,Homo sapiens (Human),0.171974927,0.832454633,0.191038946,0,1,0.388105726
O60506,SYNCRIP,Homo sapiens (Human),0,0.086981212,0.16758729,0.092355971,1,0.733035637
O60518,RANBP6,Homo sapiens (Human),0,0.261912992,1,0.825747092,0.858973635,0.28104826
O60565,GREM1,Homo sapiens (Human),0,0.555150943,0.532562498,0.987582015,1,0.29467016
O60568,PLOD3,Homo sapiens (Human),0,0.600061692,1,0.309136574,0.624904372,0.032728426
O60613,42628,Homo sapiens (Human),0.08716419,0.713775081,1,0.294841401,0.400760401,0
O60637,TSPAN3,Homo sapiens (Human),0.772711893,1,0.315992844,0.109533264,0.154675917,0
O60664,PLIN3,Homo sapiens (Human),0.66328488,1,0.455803927,0.312186187,0.663345967,0
O60701,UGDH,Homo sapiens (Human),0,0.092841257,0.076833847,0.268714292,1,0.816583945
O60716,CTNND1,Homo sapiens (Human),1,0.958272308,0.604938176,0.209175574,0.19744709,0
O60762,DPM1,Homo sapiens (Human),0.108398009,0.634417813,1,0.250255588,0.391340246,0
O60783,MRPS14,Homo sapiens (Human),0,0.126092808,0.543544545,1,0.850870395,0.339191676
O60831,PRAF2,Homo sapiens (Human),0.155695815,0.980504679,0.914274848,0.307239855,1,0
O60884,DNAJA2,Homo sapiens (Human),0,0.120886686,0.192446545,0.279280854,1,0.674561063
O60888,CUTA,Homo sapiens (Human),0,0.1626268,0.52336812,1,0.600276772,0.208191721
O75027,ABCB7,Homo sapiens (Human),0,0.080435655,0.598854938,1,0.811024001,0.333903769
O75063,FAM20B,Homo sapiens (Human),0,0.669005509,1,0.22740695,0.591958391,0.086930784
O75083,WDR1,Homo sapiens (Human),0.811036688,1,0.144862654,0,0.616316487,0.076948171
O75110,ATP9A,Homo sapiens (Human),0.424301661,1,0.667915001,0.208063551,0.375259457,0
O75127,PTCD1,Homo sapiens (Human),0,0.111484444,0.802695133,1,0.704405094,0.330013728
O75165,DNAJC13,Homo sapiens (Human),0.160269101,1,0.343244793,0.087269317,0.227120118,0
O75190,DNAJB6,Homo sapiens (Human),0,0.07099457,0.15534627,0.272645236,1,0.944478664
O75208,COQ9,Homo sapiens (Human),0,0.109866218,0.706988699,1,0.795244697,0.352461948
O75306,NDUFS2,Homo sapiens (Human),0,0.089592695,0.540231401,1,0.812907363,0.353647359
O75323,GBAS,Homo sapiens (Human),0,0.078718984,0.474822648,0.774452756,1,0.517317999
O75348,ATP6V1G1,Homo sapiens (Human),0.658119532,1,0.971657706,0.466809463,0.201853757,0
O75367,H2AFY,Homo sapiens (Human),0,0.046437998,0.300740457,0.478048648,1,0.32819777
O75369,FLNB,Homo sapiens (Human),1,0.960133526,0.970991082,0.342997473,0.410954878,0
O75380,NDUFS6,Homo sapiens (Human),0,0.099945073,0.578842421,1,0.617271659,0.234840816
O75381,PEX14,Homo sapiens (Human),0,0.167529495,0.423517629,0.473345051,1,0.240040065
O75390,CS,Homo sapiens (Human),0,0.074977294,0.537327339,1,0.823579006,0.421253295
O75394,MRPL33,Homo sapiens (Human),0,0.153068852,0.645491051,0.954008549,1,0.150319142
O75396,SEC22B,Homo sapiens (Human),0.431322303,1,0.626740435,0.054916387,0.196473868,0
O75431,MTX2,Homo sapiens (Human),0,0.117921238,0.552777927,1,0.749749511,0.274258694
O75438,NDUFB1,Homo sapiens (Human),0,0.123381591,0.569237401,1,0.82103976,0.39799438
O75439,PMPCB,Homo sapiens (Human),0,0.070436961,0.529830572,1,0.811325838,0.377627333
O75477,ERLIN1,Homo sapiens (Human),0,0.779207404,0.934156431,0.309874728,1,0.103457005
O75489,NDUFS3,Homo sapiens (Human),0,0.080696452,0.53686371,1,0.885862493,0.393524827
O75503,CLN5,Homo sapiens (Human),0.144007146,0.61994122,1,0.391849979,0.223716156,0
O75521,ECI2,Homo sapiens (Human),0,0.114873913,0.529619609,0.673848537,1,0.35698823
O75531,BANF1,Homo sapiens (Human),0,0.164137913,0.414803249,0.49067885,1,0.289877216
O75600,GCAT,Homo sapiens (Human),0,0.047801438,0.385282227,1,0.769116924,0.383482618
O75616,ERAL1,Homo sapiens (Human),0,0.173382972,0.878340576,1,0.78035532,0.253591144
O75695,RP2,Homo sapiens (Human),0.95160757,1,0.765645531,0.158052363,0.093959488,0
O75718,CRTAP,Homo sapiens (Human),0.045870422,0.625763913,1,0.263752299,0.531237733,0
O75781,PALM,Homo sapiens (Human),1,0.823819646,0.496889222,0.149768054,0.097529387,0
O75787,ATP6AP2,Homo sapiens (Human),0.177902495,0.833258338,1,0.223002955,0.436205424,0
O75844,ZMPSTE24,Homo sapiens (Human),0.048523466,0.763363512,1,0.246273184,0.638440864,0
O75879,GATB,Homo sapiens (Human),0,0.152673739,0.58805932,1,0.62542538,0.2612405
O75880,SCO1,Homo sapiens (Human),0,0.119825289,0.676993914,1,0.628233053,0.221876133
O75882,ATRN,Homo sapiens (Human),0.135409967,0.858036717,1,0.301882135,0.534284716,0
O75907,DGAT1,Homo sapiens (Human),0,0.544796201,0.927820503,0.521765949,1,0.190128099
O75915,ARL6IP5,Homo sapiens (Human),0.338921773,1,0.89027436,0.22789616,0.346416002,0
O75947,ATP5H,Homo sapiens (Human),0,0.07255687,0.547145582,1,0.95403105,0.461538167
O75954,TSPAN9,Homo sapiens (Human),0.719157923,1,0.95192753,0.153531557,0.138283086,0
O75955,FLOT1,Homo sapiens (Human),0.898849599,1,0.856975901,0.314053655,0.218285448,0
O75964,ATP5L,Homo sapiens (Human),0,0.079848791,0.49125535,1,0.828719917,0.436205517
O75976,CPD,Homo sapiens (Human),0.109297011,0.651672933,1,0.162733578,0.150333247,0
O76024,WFS1,Homo sapiens (Human),0.005520308,0.747114036,1,0.315453745,0.801310637,0
O76031,CLPX,Homo sapiens (Human),0,0.082036091,0.666654488,1,0.802495835,0.348481624
O94766,B3GAT3,Homo sapiens (Human),0.124454295,0.914679589,1,0.172041918,0.418190925,0
O94826,TOMM70A,Homo sapiens (Human),0,0.191191057,0.851594237,1,0.70407364,0.303696461
O94874,UFL1,Homo sapiens (Human),0.285526891,1,0.849573328,0,0.203502424,0.017014361
O94901,SUN1,Homo sapiens (Human),0,0.124503364,0.18790166,0.37064553,1,0.388808718
O94905,ERLIN2,Homo sapiens (Human),0,0.482983992,0.584403909,0.340276075,1,0.170967801
O94919,ENDOD1,Homo sapiens (Human),0.196055578,1,0.881397577,0.294682048,0.678350883,0
O94925,#N/A,#N/A,0,0.094585883,0.534461671,0.705130322,1,0.496277161
O94925-3,#N/A,#N/A,0,0.075428825,0.669311393,1,0.875994533,0.446447566
O94973,AP2A2,Homo sapiens (Human),0.260365628,0.674901712,1,0.264473181,0.232816372,0
O95139,NDUFB6,Homo sapiens (Human),0,0.071936652,0.552947507,0.975670191,1,0.410783591
O95140,MFN2,Homo sapiens (Human),0,0.211295439,0.735011467,1,0.675216617,0.192765741
O95167,NDUFA3,Homo sapiens (Human),0,0.044979443,0.610899619,1,0.702439275,0.316875221
O95168,NDUFB4,Homo sapiens (Human),0,0.092871217,0.59941669,0.997095251,1,0.448104351
O95169,NDUFB8,Homo sapiens (Human),0,0.081847481,0.519042063,1,0.945345323,0.446040861
O95182,NDUFA7,Homo sapiens (Human),0,0.099296936,0.529511953,1,0.615235664,0.226645994
O95202,LETM1,Homo sapiens (Human),0,0.087855318,0.573541664,1,0.854581299,0.414723024
O95292,VAPB,Homo sapiens (Human),0.321156629,1,0.793314311,0.037149927,0.070144675,0
O95297,MPZL1,Homo sapiens (Human),0.676324019,1,0.883360695,0.184074919,0.172634567,0
E9PQ53,NDUFC2-KCTD14,Homo sapiens (Human),0,0.103996439,0.714906432,0.92850383,1,0.460312194
O95299,NDUFA10,Homo sapiens (Human),0,0.074998389,0.576674915,1,0.854906368,0.438198862
O95302,FKBP9,Homo sapiens (Human),0.118819961,0.772545568,1,0.320240332,0.448115521,0
O95340,PAPSS2,Homo sapiens (Human),0,0.040115835,0.044849702,0.236557025,1,0.67901726
O95363,FARS2,Homo sapiens (Human),0,0.068121077,0.554030641,1,0.81723712,0.421213993
O95373,IPO7,Homo sapiens (Human),0,0.129077451,0.073848906,0.066695085,1,0.67740036
O95433,AHSA1,Homo sapiens (Human),0.005074171,0.053092223,0,0.164268348,1,0.434922178
O95470,SGPL1,Homo sapiens (Human),0.165931575,0.60208503,1,0.224835119,0.341755083,0
O95479,H6PD,Homo sapiens (Human),0,0.525622926,0.701580597,0.393386487,1,0.062895604
O95562,SFT2D2,Homo sapiens (Human),0.622534953,1,0.286540745,0.052075265,0.086324643,0
O95563,MPC2,Homo sapiens (Human),0,0.103767449,0.644794507,1,0.988953928,0.512972799
O95571,ETHE1,Homo sapiens (Human),0,0.069844676,0.527938114,1,0.956442522,0.510795838
O95573,ACSL3,Homo sapiens (Human),0.225939801,0.80927109,1,0.261878321,0.34989531,0
O95671,ASMTL,Homo sapiens (Human),0,0.107731834,0.476055893,0.81329964,1,0.6305869
O95674,CDS2,Homo sapiens (Human),0.39700682,1,0.925418206,0.167187632,0.060129843,0
O95721,SNAP29,Homo sapiens (Human),0.531096234,1,0.582631431,0.29202501,0.144033021,0
O95747,OXSR1,Homo sapiens (Human),0,0.164217925,0.106608776,0.303685538,1,0.877242738
O95772,STARD3NL,Homo sapiens (Human),0.564353819,1,0.819318566,0.271906494,0.181997344,0
O95782,AP2A1,Homo sapiens (Human),0.447952159,0.75601673,1,0.200756986,0.17888678,0
O95810,SDPR,Homo sapiens (Human),0.34140975,0.76316342,1,0.137571503,0.089967454,0
O95816,BAG2,Homo sapiens (Human),0,0.261555472,0.399785501,0.404578367,0.814841213,1
O95817,BAG3,Homo sapiens (Human),0,0.08476812,0.145984924,0.102972059,0.903189598,1
O95822,MLYCD,Homo sapiens (Human),0,0.09681631,0.602667221,1,0.911228151,0.388462189
O95831,AIFM1,Homo sapiens (Human),0,0.087469276,0.618770554,1,0.503781979,0.167305197
O95870,ABHD16A,Homo sapiens (Human),0,0.626904115,1,0.662419699,0.871815687,0.068911392
O95881,TXNDC12,Homo sapiens (Human),0.200601104,0.820044086,1,0.239861326,0.192484484,0
O95980,RECK,Homo sapiens (Human),0.670039009,1,0.776721082,0.252036211,0.395378614,0
O96000,NDUFB10,Homo sapiens (Human),0,0.094368663,0.536622004,1,0.911949183,0.420768965
O96005,CLPTM1,Homo sapiens (Human),0.044181538,0.677961467,1,0.287821864,0.564662387,0
O96008,TOMM40,Homo sapiens (Human),0,0.122738646,0.648234516,1,0.9538587,0.438109236
O96011,PEX11B,Homo sapiens (Human),0,0.228173036,0.42511504,0.353126495,1,0.204374434
ORFL147C,#N/A,#N/A,0,0.088689691,0.22561866,0.170161881,0.492591323,1
P00167,CYB5A,Homo sapiens (Human),0.369953918,0.993399001,1,0.256661437,0.282300944,0
P00338,LDHA,Homo sapiens (Human),0.821511706,1,0.639270687,0.466616537,0.992482058,0
P00367,GLUD1,Homo sapiens (Human),0,0.080517485,0.588044996,0.963583364,1,0.541316945
P00387,CYB5R3,Homo sapiens (Human),0.005754856,0.591353773,1,0.725343919,0.718348425,0
P00390,GSR,Homo sapiens (Human),0,0.185338654,0.580017964,1,0.80715355,0.36193719
P00403,MT-CO2,Homo sapiens (Human),0,0.069980468,0.444948153,1,0.886662701,0.348049408
P00441,SOD1,Homo sapiens (Human),0.490587533,1,0.765510096,0.433197944,0.223874915,0
P00505,GOT2,Homo sapiens (Human),0,0.082330431,0.623946137,1,0.642714496,0.322466938
P00533,EGFR,Homo sapiens (Human),0.398221734,1,0.960235287,0.435180972,0.801493821,0
P00558,PGK1,Homo sapiens (Human),0.713543863,1,0.281932319,0.071827356,0.522075176,0
