Uniprot Accession,Gene,Organism,1,2,3,4,5,6
O00232,PSMD12,Homo sapiens (Human),0,0.089623478,0.171206986,0.313205943,1,0.636571424
O00264,PGRMC1,Homo sapiens (Human),0,0.459523194,1,0.821621497,0.952514774,0.078750799
O00291,HIP1,Homo sapiens (Human),0.04089034,0.312202936,1,0.471464126,0.461182947,0
O00299,CLIC1,Homo sapiens (Human),0,1,0.281254995,0.065998078,0.866198116,0.081514747
O00303,EIF3F,Homo sapiens (Human),0,0.061705232,0.245101467,0.316701434,1,0.66368032
O00330,PDHX,Homo sapiens (Human),0,0.095247583,0.315056423,0.944634922,1,0.306427319
O00391,QSOX1,Homo sapiens (Human),0,0.548274958,0.781677408,0.576577817,1,0.194155668
O00410,IPO5,Homo sapiens (Human),0,0.122287845,0.350666262,1,0.743590661,0.198024778
O00425,IGF2BP3,Homo sapiens (Human),0,0.140462355,0.236532887,0.323126218,1,0.463539977
O00429,DNM1L,Homo sapiens (Human),0,0.15968646,0.19308255,0.22434827,1,0.627364859
O00442,RTCA,Homo sapiens (Human),0,0.295839899,0.422092657,0.370472191,1,0.557831705
O00461,GOLIM4,Homo sapiens (Human),0,0.424040647,0.80780904,0.479427931,1,0.239010121
O00469,PLOD2,Homo sapiens (Human),0,0.291942521,1,0.576001261,0.848064328,0.133525765
O00471,EXOC5,Homo sapiens (Human),0,0.399705212,0.397806959,0.249408192,1,0.321448037
O00483,NDUFA4,Homo sapiens (Human),0,0.039787616,0.265710596,1,0.691430644,0.195708279
O00487,PSMD14,Homo sapiens (Human),0,0.077558081,0.140131151,0.215462834,1,0.848139612
O00560,SDCBP,Homo sapiens (Human),0.010452431,1,0.917902547,0.264097042,0.383747299,0
O00571,DDX3X,Homo sapiens (Human),0,0.091256721,0.198018375,0.277206576,1,0.645017394
O00584,RNASET2,Homo sapiens (Human),0,0.393773733,1,0.828587415,0.584374874,0.141054565
O00746,NME4,Homo sapiens (Human),0,0.05783963,0.273237617,0.843978605,1,0.287481428
O00754,MAN2B1,Homo sapiens (Human),0,0.442774807,1,0.670588714,0.39477275,0.006304816
O14494,PLPP1,Homo sapiens (Human),0.33291925,0.981500612,1,0.45203682,0.448588785,0
O14495,PLPP3,Homo sapiens (Human),0.371038912,1,0.833123075,0.306846256,0.24693825,0
O14548,COX7A2L,Homo sapiens (Human),0,0.029239878,0.211399586,1,0.666319828,0.200464783
O14617,AP3D1,Homo sapiens (Human),0,0.174818755,0.373346559,0.519803276,1,0.405725291
O14656,TOR1A,Homo sapiens (Human),0,0.394790471,0.886337819,0.574454316,1,0.120991773
O14657,TOR1B,Homo sapiens (Human),0,0.41907624,0.997510256,0.661267982,1,0.1526766
O14672,ADAM10,Homo sapiens (Human),0,0.229932264,0.583940192,0.434903116,1,0.166902442
O14683,TP53I11,Homo sapiens (Human),0,1,0.382140811,0.151383113,0.344284546,0.037906189
O14734,ACOT8,Homo sapiens (Human),0,0.056078803,0.184542867,0.377604836,1,0.200046209
O14735,CDIPT,Homo sapiens (Human),0,0.285397232,0.587306113,0.523447638,1,0.216652645
O14773,TPP1,Homo sapiens (Human),0,0.328858264,1,0.769783714,0.384491319,0.083699785
O14818,PSMA7,Homo sapiens (Human),0,0.340359634,0.286121862,0.302939725,1,0.17972254
O14828,SCAMP3,Homo sapiens (Human),0.005573657,1,0.976643811,0.379830451,0.42294908,0
O14832,PHYH,Homo sapiens (Human),0,0.038665453,0.144106429,0.331924995,1,0.142720434
O14874,BCKDK,Homo sapiens (Human),0,0.031473042,0.238932699,1,0.841912925,0.245489537
O14879,IFIT3,Homo sapiens (Human),0,0.195998199,0.200457421,0.275352593,1,0.487092762
O14880,MGST3,Homo sapiens (Human),0,0.052538482,0.294941395,1,0.936174649,0.207073621
O14908,GIPC1,Homo sapiens (Human),0,0.79119964,0.444608535,0.303433227,1,0.073849868
Q5SRD1,TIMM23B,Homo sapiens (Human),0,0.018458111,0.227395769,1,0.782705195,0.203503202
O14949,UQCRQ,Homo sapiens (Human),0,0.045353664,0.261005899,1,0.905796195,0.210420353
P19105,MYL12A,Homo sapiens (Human),0,0.082703711,1,0.347348369,0.197150229,0.026618995
O14964,HGS,Homo sapiens (Human),0.083243161,1,0.557623254,0.302533135,0.413608128,0
O14974,PPP1R12A,Homo sapiens (Human),0,0.549932811,0.522447792,0.64839643,1,0.075231443
O14980,XPO1,Homo sapiens (Human),0,0.22880342,0.286641264,0.37435214,1,0.527624856
O15031,PLXNB2,Homo sapiens (Human),0.156325076,0.651369487,1,0.474208145,0.83602216,0
O15091,KIAA0391,Homo sapiens (Human),0,0.295571351,0.458757655,1,0.862548453,0.145383344
O15118,NPC1,Homo sapiens (Human),0.124330035,0.624307083,1,0.44824712,0.301487451,0
O15121,DEGS1,Homo sapiens (Human),0,0.303090116,0.945710372,0.70007136,1,0.144640947
O15126,SCAMP1,Homo sapiens (Human),0.035291461,1,0.953249193,0.513726249,0.549811483,0
O15127,SCAMP2,Homo sapiens (Human),0,0.983265628,1,0.603298572,0.751884813,0.145028497
O15143,ARPC1B,Homo sapiens (Human),0,0.486667859,0.402956708,0.51819427,1,0.245133433
O15144,ARPC2,Homo sapiens (Human),0.084255761,0.656345902,0.361419175,0.276845856,1,0
O15145,ARPC3,Homo sapiens (Human),0,0.413241673,0.139167401,0.033554483,1,0.526750459
O15162,PLSCR1,Homo sapiens (Human),0.28741236,1,0.810815993,0.301080412,0.334278649,0
O15173,PGRMC2,Homo sapiens (Human),0,0.415780132,1,0.629587419,0.954314707,0.139549238
O15228,GNPAT,Homo sapiens (Human),0,0.026072727,0.132921232,0.317098523,1,0.134507726
O15235,MRPS12,Homo sapiens (Human),0,0.039444941,0.265165771,1,0.709567602,0.187147966
O15254,ACOX3,Homo sapiens (Human),0,0.017162957,0.126186221,0.34381304,1,0.155424987
O15258,RER1,Homo sapiens (Human),0,0.158285269,0.395207517,0.310640789,1,0.191598038
O15260,SURF4,Homo sapiens (Human),0,0.202689954,0.496033748,0.398038695,1,0.198610055
O15269,SPTLC1,Homo sapiens (Human),0,0.309431694,0.845475742,0.525743647,1,0.22270975
O15270,SPTLC2,Homo sapiens (Human),0,0.415810087,0.967264937,0.75240132,1,0.192107608
O15320,CTAGE5,Homo sapiens (Human),0,0.293218732,1,0.443988939,0.383650308,0.004421541
O15321,TM9SF1,Homo sapiens (Human),0,0.404923804,0.97346994,0.57858579,1,0.294233229
O15371,EIF3D,Homo sapiens (Human),0,0.115463346,0.120877905,0.282098434,1,0.619051956
O15382,BCAT2,Homo sapiens (Human),0,0.045768044,0.300059224,1,0.81125257,0.219783997
O15400,STX7,Homo sapiens (Human),0.165800365,1,0.896806391,0.324250371,0.232084402,0
O15427,SLC16A3,Homo sapiens (Human),0.548500219,1,0.833402222,0.359393778,0.354092612,0
O15439,ABCC4,Homo sapiens (Human),0.219658406,0.773419549,1,0.819667289,0.732841697,0
O15460,P4HA2,Homo sapiens (Human),0,0.294156914,1,0.585525052,0.70983864,0.130493124
O15484,CAPN5,Homo sapiens (Human),0.228143998,0.658022295,0.569248468,1,0.436561748,0
O15498,YKT6,Homo sapiens (Human),0.222256589,0.838473553,0.569441062,0.448568326,1,0
O15511,ARPC5,Homo sapiens (Human),0,0.494211473,0.142566026,0.249020322,1,0.312843425
O15533,TAPBP,Homo sapiens (Human),0,0.310218932,0.735213671,0.643222305,1,0.192994821
O43143,DHX15,Homo sapiens (Human),0,0.069394805,0.210383745,0.251038028,1,0.751046696
O43169,CYB5B,Homo sapiens (Human),0,0.265711008,0.563530368,0.691455622,1,0.168535832
O43175,PHGDH,Homo sapiens (Human),0,0.118953553,0.132056233,0.243261972,1,0.612067756
O43181,NDUFS4,Homo sapiens (Human),0,0.058830315,0.260478428,1,0.857689201,0.232522921
O43242,PSMD3,Homo sapiens (Human),0,0.109306612,0.193234133,0.312665975,1,0.630656004
O43264,ZW10,Homo sapiens (Human),0,0.37398693,0.85898507,0.465816492,1,0.42397472
O43292,GPAA1,Homo sapiens (Human),0,0.32552166,0.754881878,0.531559017,1,0.221478229
O43294,TGFB1I1,Homo sapiens (Human),0,0.095006369,0.141115447,0.274111,1,0.616706432
O43324,EEF1E1,Homo sapiens (Human),0,0.109143577,0.332751295,0.351609111,1,0.536280566
O43325,LYRM1,Homo sapiens (Human),0,0.052879187,0.249426748,0.701880516,1,0.369277886
O43390,HNRNPR,Homo sapiens (Human),0,0.053480464,0.175096682,0.228557551,1,0.677382249
O43396,TXNL1,Homo sapiens (Human),0,0.239117625,0.183490232,0.318875038,1,0.429811617
O43399,TPD52L2,Homo sapiens (Human),0,0.556901693,0.608993571,0.485660231,1,0.063081517
O43402,EMC8,Homo sapiens (Human),0,0.271172051,0.780612626,0.586886197,1,0.262363621
O43464,HTRA2,Homo sapiens (Human),0,0.031227845,0.237576215,1,0.402897629,0.085061511
O43615,TIMM44,Homo sapiens (Human),0,0.044759877,0.24028371,1,0.721714694,0.19375291
O43617,TRAPPC3,Homo sapiens (Human),0,0.411549157,0.35139036,0.313884396,1,0.549524961
O43633,CHMP2A,Homo sapiens (Human),0,0.532369934,0.514819429,0.379813807,1,0.197642332
O43657,TSPAN6,Homo sapiens (Human),0.126299377,0.991674851,1,0.384139012,0.47024684,0
O43674,NDUFB5,Homo sapiens (Human),0,0.047016577,0.252869766,1,0.818624891,0.208667823
O43676,NDUFB3,Homo sapiens (Human),0,0.031733943,0.250301209,1,0.928025294,0.267006096
O43677,NDUFC1,Homo sapiens (Human),0,0.055229028,0.301620232,0.945942206,1,0.368041856
O43678,NDUFA2,Homo sapiens (Human),0,0.040922241,0.290213588,1,0.898051232,0.309844403
O43681,ASNA1,Homo sapiens (Human),0,0.097099492,0.199307147,0.264206889,1,0.536653777
O43684,BUB3,Homo sapiens (Human),0,0.121459337,0.256197112,0.451873557,1,0.679641712
O43707,ACTN4,Homo sapiens (Human),0.436188311,1,0.548257022,0.477976129,0.446070933,0
O43716,GATC,Homo sapiens (Human),0,0.054893733,0.269712952,1,0.708521122,0.173748837
O43747,AP1G1,Homo sapiens (Human),0,0.591319392,1,0.387798769,0.497686493,0.115054381
O43772,SLC25A20,Homo sapiens (Human),0,0.04548341,0.278360739,1,0.977570378,0.267736096
O43776,NARS,Homo sapiens (Human),0,0.114293315,0.315223043,0.231726754,1,0.564232066
O43795,MYO1B,Homo sapiens (Human),0.35412164,1,0.781678737,0.457066697,0.829765483,0
O43819,SCO2,Homo sapiens (Human),0,0.243876602,0.457525155,1,0.736623777,0.274629678
O43837,IDH3B,Homo sapiens (Human),0,0.03663368,0.233936766,1,0.621206994,0.186972578
O43847,NRDC,Homo sapiens (Human),0,0.299582738,0.336667301,0.464892111,1,0.459825972
O43852,#N/A,#N/A,0.004156526,0.357426486,1,0.426647429,0.216533471,0
O43852-2,#N/A,#N/A,0.020495032,0.402387665,1,0.454100759,0.21834542,0
O43854,EDIL3,Homo sapiens (Human),0.141060628,1,0.553504161,0.245999362,0.448598168,0
O43865,AHCYL1,Homo sapiens (Human),0,0.2982058,0.457442909,0.287058202,1,0.48248442
O43920,NDUFS5,Homo sapiens (Human),0,0.016809183,0.197151818,0.82078534,1,0.273029656
O60291,MGRN1,Homo sapiens (Human),0,0.485833108,1,0.709168546,0.775356617,0.233654203
O60313,OPA1,Homo sapiens (Human),0,0.042937031,0.269719216,1,0.468897772,0.130435075
O60476,MAN1A2,Homo sapiens (Human),0,0.411821039,0.876212754,0.469676535,1,0.227700291
O60488,ACSL4,Homo sapiens (Human),0,0.138974764,0.341226699,1,0.662799194,0.173268514
O60493,SNX3,Homo sapiens (Human),0,0.531524384,0.325446599,0.352160975,1,0.522743697
O60506,SYNCRIP,Homo sapiens (Human),0,0.132682614,0.252726993,0.28929664,1,0.490568786
O60518,RANBP6,Homo sapiens (Human),0,0.118157285,0.351017067,1,0.706384217,0.196196234
O60547,GMDS,Homo sapiens (Human),0,0.072322265,0.234709095,0.289406013,1,0.59906736
O60568,PLOD3,Homo sapiens (Human),0,0.290065078,1,0.524859025,0.569817022,0.11891334
O60613,42628,Homo sapiens (Human),0,0.482819884,1,0.522101928,0.788698178,0.087123415
O60637,TSPAN3,Homo sapiens (Human),0.104204831,1,0.724251859,0.292994479,0.285825568,0
O60664,PLIN3,Homo sapiens (Human),0.081928307,0.866799021,0.356729769,0.523246303,1,0
O60701,UGDH,Homo sapiens (Human),0,0.078323647,0.114936606,0.213929434,1,0.61711164
O60716,CTNND1,Homo sapiens (Human),0.323128803,1,0.876615154,0.443864098,0.799219046,0
O60749,SNX2,Homo sapiens (Human),0,0.874822921,0.622337391,0.464442059,1,0.407838507
O60762,DPM1,Homo sapiens (Human),0,0.271725786,0.870980092,0.532099054,1,0.181519042
O60763,USO1,Homo sapiens (Human),0,0.126314537,0.188932401,0.330841335,1,0.505942281
O60783,MRPS14,Homo sapiens (Human),0,0.089232161,0.293760871,1,0.660971398,0.252409562
O60830,TIMM17B,Homo sapiens (Human),0,0.048106187,0.327354235,1,0.596262868,0.207164236
O60831,PRAF2,Homo sapiens (Human),0,0.471115854,0.859553523,0.512290814,1,0.169008439
O60832,DKC1,Homo sapiens (Human),0,0.132056062,0.249698528,0.253479212,1,0.398192243
O60841,EIF5B,Homo sapiens (Human),0,0.225406931,0.43055788,0.429708903,1,0.389137456
O60884,DNAJA2,Homo sapiens (Human),0,0.064228234,0.134750077,0.244420062,1,0.583925082
O60888,CUTA,Homo sapiens (Human),0,0.128089208,0.31656892,1,0.708560275,0.087968661
O75027,ABCB7,Homo sapiens (Human),0,0.029387959,0.247617495,1,0.686195164,0.185461175
O75083,WDR1,Homo sapiens (Human),0,0.894486154,0.108363146,0.083272773,1,0.082838107
O75127,PTCD1,Homo sapiens (Human),0,0.148208134,0.30719239,1,0.766304281,0.196855759
O75131,CPNE3,Homo sapiens (Human),0,0.269707158,0.189027026,0.234899241,1,0.314009621
O75146,HIP1R,Homo sapiens (Human),0.06228898,0.340318051,1,0.397355543,0.321407172,0
O75153,CLUH,Homo sapiens (Human),0,0.027187604,0.095638702,0.214499308,1,0.653141324
O75165,DNAJC13,Homo sapiens (Human),0,1,0.655880271,0.407934359,0.819582651,0.214323056
O75190,DNAJB6,Homo sapiens (Human),0,0.050707096,0.143530303,0.255071981,1,0.593557701
O75208,COQ9,Homo sapiens (Human),0,0.047322158,0.24112823,1,0.634111552,0.131631146
O75306,NDUFS2,Homo sapiens (Human),0,0.038353926,0.266964567,1,0.815203338,0.246861493
O75323,GBAS,Homo sapiens (Human),0,0.032366935,0.24311795,1,0.998268092,0.264697076
O75340,PDCD6,Homo sapiens (Human),0,0.233838906,0.308744932,0.355251096,1,0.266969388
O75348,ATP6V1G1,Homo sapiens (Human),0.283623249,0.966424844,1,0.540971135,0.468217314,0
O75369,FLNB,Homo sapiens (Human),0.332794992,1,0.835081025,0.569692405,0.60007293,0
O75380,NDUFS6,Homo sapiens (Human),0,0.07365102,0.327829864,1,0.69806538,0.187316896
O75381,PEX14,Homo sapiens (Human),0,0.018909087,0.100179473,0.294557803,1,0.125320668
O75390,CS,Homo sapiens (Human),0,0.043796491,0.259759008,1,0.743103716,0.192110487
O75396,SEC22B,Homo sapiens (Human),0.142473488,0.658006982,1,0.277965327,0.485036473,0
O75414,NME6,Homo sapiens (Human),0,0.108234723,0.319245149,1,0.879227122,0.265831548
O75431,MTX2,Homo sapiens (Human),0,0.040926268,0.315653393,1,0.858257051,0.244676192
O75436,VPS26A,Homo sapiens (Human),0,0.518037766,0.421252566,0.310175021,1,0.430913781
O75438,NDUFB1,Homo sapiens (Human),0,0.049956177,0.236581567,1,0.947740447,0.240079876
O75439,PMPCB,Homo sapiens (Human),0,0.031634358,0.261054515,1,0.812461913,0.237833589
O75477,ERLIN1,Homo sapiens (Human),0,0.357065889,0.797132257,0.543547713,1,0.169664892
O75489,NDUFS3,Homo sapiens (Human),0,0.017429921,0.226479165,1,0.821676663,0.240282356
O75503,CLN5,Homo sapiens (Human),0,0.397944119,1,0.668558246,0.451270309,0.03182065
O75508,CLDN11,Homo sapiens (Human),0.307195304,1,0.673837979,0.351753623,0.444236443,0
O75521,ECI2,Homo sapiens (Human),0,0.030282298,0.161194602,0.542426274,1,0.180382632
O75531,BANF1,Homo sapiens (Human),0,0.10145846,0.242509129,0.331536131,1,0.166580323
O75534,CSDE1,Homo sapiens (Human),0,0.131450423,0.214823377,0.364082436,1,0.559490569
O75569,PRKRA,Homo sapiens (Human),0,0.318094909,0.462004739,0.724724158,1,0.532890706
O75600,GCAT,Homo sapiens (Human),0,0.052100337,0.30163791,1,0.93118967,0.315928784
O75616,ERAL1,Homo sapiens (Human),0,0.150011173,0.311306074,1,0.929954434,0.273337459
O75648,TRMU,Homo sapiens (Human),0,0.14156689,0.319373047,1,0.887422468,0.140509001
O75694,NUP155,Homo sapiens (Human),0,0.098828282,0.196083814,0.313761812,1,0.405844201
O75695,RP2,Homo sapiens (Human),0.536513789,0.59163314,1,0.395137024,0.277399518,0
O75718,CRTAP,Homo sapiens (Human),0,0.292332798,1,0.470896207,0.47246715,0.063824762
O75746,SLC25A12,Homo sapiens (Human),0,0.03487685,0.251622553,1,0.719336801,0.19936035
O75762,TRPA1,Homo sapiens (Human),0,0.542038509,0.700629538,0.624662971,1,0.001020992
O75781,PALM,Homo sapiens (Human),0.657893176,1,0.742213981,0.315884038,0.522557074,0
O75787,ATP6AP2,Homo sapiens (Human),0.124878572,0.485651042,1,0.447749663,0.352708849,0
O75844,ZMPSTE24,Homo sapiens (Human),0,0.298961565,0.786927262,0.512297622,1,0.046805533
O75874,IDH1,Homo sapiens (Human),0,0.448288656,0.230414818,0.301796833,1,0.076401912
O75879,GATB,Homo sapiens (Human),0,0.044100005,0.285332752,1,0.786430114,0.220786438
O75880,SCO1,Homo sapiens (Human),0,0.049613807,0.290226368,1,0.458096631,0.130483103
O75915,ARL6IP5,Homo sapiens (Human),0,0.419010579,1,0.497915283,0.674877348,0.078230605
O75935,DCTN3,Homo sapiens (Human),0,0.181432302,0.261885654,0.373924967,1,0.477845678
O75947,ATP5H,Homo sapiens (Human),0,0.039992865,0.241075329,1,0.833706856,0.209051716
O75955,FLOT1,Homo sapiens (Human),0.382449245,0.843713541,1,0.500518652,0.388324846,0
O75964,ATP5L,Homo sapiens (Human),0,0.036470024,0.293136654,1,0.937303692,0.270484643
O75976,CPD,Homo sapiens (Human),0,0.41675827,1,0.380994324,0.44069018,0.069518307
O76003,GLRX3,Homo sapiens (Human),0,0.324031586,0.259371228,0.262681612,1,0.289130312
O76024,WFS1,Homo sapiens (Human),0,0.282120557,0.937716189,0.626436485,1,0.155082914
O76031,CLPX,Homo sapiens (Human),0,0.029933827,0.234436216,1,0.693098972,0.19219287
O76074,PDE5A,Homo sapiens (Human),0,0.071654089,0.114692386,0.362031698,1,0.329723156
O76094,SRP72,Homo sapiens (Human),0,0.081630488,0.194884957,0.240839157,1,0.516898376
O94766,B3GAT3,Homo sapiens (Human),0,0.52511482,1,0.555500929,0.98990745,0.176487614
O94804,STK10,Homo sapiens (Human),0,0.208332146,0.152786774,0.186755108,1,0.724277481
O94826,TOMM70A,Homo sapiens (Human),0,0.068995632,0.359121021,1,0.71764447,0.203764672
O94855,SEC24D,Homo sapiens (Human),0,0.151702837,0.204180637,0.296672532,1,0.537808476
O94874,UFL1,Homo sapiens (Human),0,0.294198379,1,0.44247814,0.850065804,0.334300969
O94905,ERLIN2,Homo sapiens (Human),0,0.276740607,0.560403066,0.486549272,1,0.145063482
O94919,ENDOD1,Homo sapiens (Human),0,0.407907678,0.999158499,0.695219545,1,0.121015285
O94925-3,#N/A,#N/A,0,0.030239359,0.234036832,1,0.681641938,0.189410405
O94973,AP2A2,Homo sapiens (Human),0,0.485934666,1,0.432141103,0.610309162,0.104888793
O94979,SEC31A,Homo sapiens (Human),0,0.089144133,0.136653663,0.262627608,1,0.537227123
Q9UPN6,SCAF8,Homo sapiens (Human),0,0.079486211,0.225413169,0.331902948,1,0.708347291
O95139,NDUFB6,Homo sapiens (Human),0,0.020860298,0.185566402,1,0.796423095,0.223482501
O95140,MFN2,Homo sapiens (Human),0,0.093703648,0.344684714,1,0.704830397,0.214323772
O95159,ZFPL1,Homo sapiens (Human),0,0.559742902,0.764082299,0.558012028,1,0.232627445
O95167,NDUFA3,Homo sapiens (Human),0,0.027289672,0.256234879,1,0.810677624,0.206619203
O95168,NDUFB4,Homo sapiens (Human),0,0.038379698,0.272268071,1,0.915393332,0.302302898
O95169,NDUFB8,Homo sapiens (Human),0,0.053130703,0.245731668,0.988772676,1,0.327393794
O95182,NDUFA7,Homo sapiens (Human),0,0.023620914,0.268342915,1,0.757133127,0.218120567
O95202,LETM1,Homo sapiens (Human),0,0.026934345,0.256805722,1,0.807552808,0.197822642
O95292,VAPB,Homo sapiens (Human),0.057116909,0.423087573,1,0.292765227,0.205892369,0
O95297,MPZL1,Homo sapiens (Human),0.45618761,1,0.837789176,0.380231804,0.331453303,0
E9PQ53,NDUFC2-KCTD14,Homo sapiens (Human),0,0.076653588,0.286987457,1,0.838741571,0.217963453
O95299,NDUFA10,Homo sapiens (Human),0,0.034107939,0.241999726,1,0.774865688,0.19479687
O95302,FKBP9,Homo sapiens (Human),0,0.370361681,1,0.525896357,0.425589782,0.062672938
O95340,PAPSS2,Homo sapiens (Human),0,0.065785875,0.131282341,0.228838518,1,0.645566182
O95373,IPO7,Homo sapiens (Human),0,0.294637384,0.230985191,0.317041845,1,0.552919211
O95433,AHSA1,Homo sapiens (Human),0,0.196537041,0.322596554,0.304089659,1,0.609909107
O95470,SGPL1,Homo sapiens (Human),0,0.38522665,1,0.566276292,0.800853556,0.193601516
O95479,H6PD,Homo sapiens (Human),0,0.347623827,1,0.611008356,0.916966107,0.113611427
O95563,MPC2,Homo sapiens (Human),0,0.051366876,0.320097095,1,0.874351307,0.269801202
O95571,ETHE1,Homo sapiens (Human),0,0.06027355,0.265400876,0.998333477,1,0.290679597
O95573,ACSL3,Homo sapiens (Human),0,0.405746904,1,0.519179853,0.81202524,0.115642572
O95671,ASMTL,Homo sapiens (Human),0,0.050302368,0.24186542,0.808316205,1,0.332515378
O95721,SNAP29,Homo sapiens (Human),0.158161055,1,0.596540957,0.426044518,0.447023878,0
O95747,OXSR1,Homo sapiens (Human),0,0.12082683,0.178860448,0.372026506,1,0.612662875
O95772,STARD3NL,Homo sapiens (Human),0.143719134,0.741153346,1,0.442283799,0.345374759,0
O95782,AP2A1,Homo sapiens (Human),0.006846398,0.455826608,1,0.334822844,0.405639692,0
O95786,DDX58,Homo sapiens (Human),0,0.127944294,0.14108988,0.288570634,1,0.582704669
O95810,SDPR,Homo sapiens (Human),0.190207569,0.834900001,1,0.254364921,0.444146108,0
O95816,BAG2,Homo sapiens (Human),0,0.29246194,0.570201682,0.472885048,1,0.69060506
O95817,BAG3,Homo sapiens (Human),0,0.165092635,0.21277464,0.310475905,1,0.605738991
O95822,MLYCD,Homo sapiens (Human),0,0.074381202,0.307938728,1,0.840613519,0.206772944
O95831,AIFM1,Homo sapiens (Human),0,0.027898509,0.243431139,1,0.470284448,0.114481657
O95864,FADS2,Homo sapiens (Human),0,0.329487308,1,0.580936014,0.93602622,0.186224085
O95870,ABHD16A,Homo sapiens (Human),0,0.207936448,0.61867344,0.789365034,1,0.199246989
O95881,TXNDC12,Homo sapiens (Human),0,0.342279713,1,0.409061548,0.246522412,0.00317775
O95980,RECK,Homo sapiens (Human),0.478288431,1,0.930809338,0.362408655,0.712406065,0
O96000,NDUFB10,Homo sapiens (Human),0,0.021355373,0.279428154,1,0.908090326,0.236207605
O96005,CLPTM1,Homo sapiens (Human),0,0.393762354,1,0.489885543,0.857402336,0.07459773
O96008,TOMM40,Homo sapiens (Human),0,0.035495893,0.264152603,1,0.790567159,0.224502725
O96011,PEX11B,Homo sapiens (Human),0,0.06389764,0.148057257,0.344736706,1,0.156732182
P00167,CYB5A,Homo sapiens (Human),0.008461443,0.431100643,1,0.423301063,0.55783117,0
