Table S2G. Relative protein abundance across organelle fractions collected by density gradient separation and quantified using TMT. Samples are mock infected cells at 48hpi.,,,,,,,,
,,,Organelle fraction,,,,,
O00622,CYR61,Homo sapiens (Human),0.444583325,1,0.605335035,0.206151848,0.02054574,0
O00746,NME4,Homo sapiens (Human),0.366220414,0.414556378,0.516461909,1,0.115904376,0
O00754,MAN2B1,Homo sapiens (Human),0.28761327,1,0.831854298,0.301362188,0.053249578,0
O00764,#N/A,#N/A,0.953683243,1,0.409423112,0.285529327,0.06115044,0
O00767,SCD,Homo sapiens (Human),0.493532786,1,0.986243738,0.634051241,0.066868791,0
O14494,PLPP1,Homo sapiens (Human),0.694002411,1,0.6010403,0.228824976,0.003246695,0
O14495,PLPP3,Homo sapiens (Human),1,0.95577246,0.593384345,0.215545762,0.055325769,0
O14548,COX7A2L,Homo sapiens (Human),0,0.121542276,0.286434369,1,0.173053781,0.036465106
O14561,NDUFAB1,Homo sapiens (Human),0,0.062872839,0.255781339,1,0.098065578,0.015418284
O14617,AP3D1,Homo sapiens (Human),1,0.857739898,0.337571267,0.167887365,0.007686429,0
O14653,GOSR2,Homo sapiens (Human),0.938552081,1,0.671613211,0.366731712,0,0.012561618
O14656,TOR1A,Homo sapiens (Human),0.595474478,1,0.894851388,0.516220774,0.088516716,0
O14672,ADAM10,Homo sapiens (Human),0.868182067,0.958829701,1,0.433458138,0.102495873,0
O14683,TP53I11,Homo sapiens (Human),1,0.931958386,0.657029578,0.409331601,0.093105933,0
O14734,ACOT8,Homo sapiens (Human),0.229733611,0.444417747,0.473029518,0.844052901,1,0
O14737,PDCD5,Homo sapiens (Human),1,0.665198762,0.220794614,0.139938283,0,0.015461597
O14745,SLC9A3R1,Homo sapiens (Human),1,0.588504561,0.212045543,0.143951396,0.013992445,0
O14763,TNFRSF10B,Homo sapiens (Human),1,0.798310872,0.50447706,0.210718511,0.048548506,0
O14773,TPP1,Homo sapiens (Human),0.25790194,1,0.732485191,0.35354142,0.045567986,0
O14786,NRP1,Homo sapiens (Human),0.642034301,1,0.555822504,0.342212686,0.03221939,0
O14807,#N/A,#N/A,1,0.647724193,0.39831416,0.195759533,0.03208296,0
O14818,PSMA7,Homo sapiens (Human),1,0.795459442,0.399183863,0.146861645,0.036084741,0
O14828,SCAMP3,Homo sapiens (Human),0.547550899,1,0.723851579,0.276987603,0.023333435,0
O14832,PHYH,Homo sapiens (Human),0.164327374,0.310251702,0.435437283,1,0.846732393,0
O14880,MGST3,Homo sapiens (Human),0,0.099693714,0.355368777,1,0.09762635,0.011912442
O14908,GIPC1,Homo sapiens (Human),1,0.678267286,0.279108968,0.13021885,0.013335267,0
O14936,CASK,Homo sapiens (Human),1,0.683967683,0.368012415,0.155710885,0.019447002,0
O14949,UQCRQ,Homo sapiens (Human),0,0.107229773,0.275272036,1,0.085490887,0.035556613
P19105,MYL12A,Homo sapiens (Human),1,0.669861962,0.856633289,0.425242444,0.080537347,0
O14964,HGS,Homo sapiens (Human),1,0.823305162,0.285575476,0.134169665,0.013603617,0
O14974,PPP1R12A,Homo sapiens (Human),1,0.596653544,0.236398807,0.134764166,0.005140802,0
O14980,XPO1,Homo sapiens (Human),1,0.90335822,0.415442933,0.513688235,0.02037677,0
O15031,PLXNB2,Homo sapiens (Human),1,0.786335617,0.483970128,0.195698656,0.023260687,0
O15091,KIAA0391,Homo sapiens (Human),0.061360492,0.128503828,0.23367607,1,0.062039797,0
O15118,NPC1,Homo sapiens (Human),0.296218879,1,0.733730314,0.21781834,0.050691088,0
O15121,DEGS1,Homo sapiens (Human),0.569702143,0.731733284,1,0.505063478,0.148057394,0
O15126,SCAMP1,Homo sapiens (Human),0.524584044,1,0.730164079,0.386954782,0.071104939,0
O15127,SCAMP2,Homo sapiens (Human),0.735054879,1,0.746968422,0.447099279,0.059457973,0
O15143,ARPC1B,Homo sapiens (Human),1,0.770901492,0.328720687,0.160628764,0.028583059,0
O15144,ARPC2,Homo sapiens (Human),1,0.718227533,0.267093819,0.13970608,0,0.012802924
O15145,ARPC3,Homo sapiens (Human),1,0.719604821,0.257852623,0.12410684,0,0.007771204
O15173,PGRMC2,Homo sapiens (Human),0.535956113,0.765686798,1,0.57025764,0.098153322,0
O15228,GNPAT,Homo sapiens (Human),0.282607686,0.434125537,0.565047077,1,0.701568693,0
O15235,MRPS12,Homo sapiens (Human),0,0.065879057,0.22801821,1,0.089198971,0.021648517
O15254,ACOX3,Homo sapiens (Human),0.225484135,0.378153721,0.54230389,1,0.668503755,0
O15260,SURF4,Homo sapiens (Human),0.64019411,1,0.974310656,0.586345866,0.111328508,0
O15269,SPTLC1,Homo sapiens (Human),0.753724588,1,0.830368417,0.425380713,0.067081238,0
O15321,TM9SF1,Homo sapiens (Human),0.186526597,1,0.609394081,0.165460861,0.036292671,0
O15372,EIF3H,Homo sapiens (Human),1,0.931921399,0.483958618,0.445067421,0.011645981,0
O15382,BCAT2,Homo sapiens (Human),0.121888458,0.266542025,0.397344104,1,0.128227373,0
O15400,STX7,Homo sapiens (Human),0.504253886,1,0.613831438,0.215242104,0.01954318,0
O15427,SLC16A3,Homo sapiens (Human),1,0.672847232,0.387455704,0.158523717,0.008188634,0
O15439,ABCC4,Homo sapiens (Human),1,0.871026863,0.83726212,0.299314492,0.044363296,0
O15460,P4HA2,Homo sapiens (Human),0.163072038,0.55194394,1,0.526350967,0.065554311,0
O15484,CAPN5,Homo sapiens (Human),1,0.659804442,0.483084364,0.222047716,0.024421338,0
O15498,YKT6,Homo sapiens (Human),0.937945659,1,0.306855205,0.205436868,0.024660864,0
O15511,ARPC5,Homo sapiens (Human),1,0.762706041,0.243630392,0.159061732,0.014243021,0
O43169,CYB5B,Homo sapiens (Human),0.451088964,0.588316427,0.611418456,1,0.023620496,0
O43175,PHGDH,Homo sapiens (Human),1,0.676307431,0.185220551,0.14395117,0.015958065,0
O43181,NDUFS4,Homo sapiens (Human),0.000281726,0.060731114,0.2584707,1,0.10007485,0
O43237,DYNC1LI2,Homo sapiens (Human),1,0.803986313,0.396178695,0.262203099,0.033123622,0
O43292,GPAA1,Homo sapiens (Human),0.529383173,0.975512218,1,0.573847174,0.096505349,0
O43293,DAPK3,Homo sapiens (Human),1,0.608537982,0.345530595,0.22444636,0.032059616,0
O43294,TGFB1I1,Homo sapiens (Human),1,0.540804101,0.165471892,0.115666353,0.021333537,0
O43325,LYRM1,Homo sapiens (Human),0,0.077921339,0.29543441,1,0.162816607,0.021482906
O43396,TXNL1,Homo sapiens (Human),1,0.757135236,0.255169402,0.107993298,0.02170944,0
O43399,TPD52L2,Homo sapiens (Human),0.710665835,1,0.377722619,0.213092146,0.0369172,0
O43402,EMC8,Homo sapiens (Human),0.397710032,0.77521078,1,0.462064338,0.096050846,0
O43464,HTRA2,Homo sapiens (Human),0,0.027169621,0.293772899,1,0.125838611,0.012314439
O43491,#N/A,#N/A,1,0.60938013,0.328714974,0.154946536,0.011954105,0
O43491-4,#N/A,#N/A,1,0.518225364,0.326778193,0.209775597,0.028405482,0
O43493,TGOLN2,Homo sapiens (Human),0.233196208,1,0.334768872,0.119742801,0.025571877,0
O43504,LAMTOR5,Homo sapiens (Human),0.701415169,1,0.469663223,0.244283571,0.050633259,0
O43583,#N/A,#N/A,1,0.786619035,0.227390818,0.131069522,0.005646752,0
O43615,TIMM44,Homo sapiens (Human),0,0.062038128,0.289367087,1,0.1463331,0.023976864
O43617,TRAPPC3,Homo sapiens (Human),0.898528198,1,0.5593139,0.216117419,0.033891352,0
O43633,CHMP2A,Homo sapiens (Human),0.736622573,1,0.359852009,0.126787966,0,0.034059897
O43657,TSPAN6,Homo sapiens (Human),0.382027542,1,0.561829082,0.150667452,0.03207357,0
O43676,NDUFB3,Homo sapiens (Human),0,0.078427387,0.304792364,1,0.157689279,0.076239019
O43677,NDUFC1,Homo sapiens (Human),0,0.087572349,0.271358181,1,0.070862062,0.049514001
O43678,NDUFA2,Homo sapiens (Human),0.005082933,0.07516674,0.32384777,1,0.145787374,0
O43681,ASNA1,Homo sapiens (Human),1,0.782854456,0.314935624,0.148858408,0.045248279,0
O43707,ACTN4,Homo sapiens (Human),1,0.663250107,0.26086895,0.153076882,0.013149769,0
O43716,GATC,Homo sapiens (Human),0.12607083,0.246982567,0.237456031,1,0.190210431,0
O43747,AP1G1,Homo sapiens (Human),0.794018741,1,0.519980146,0.196864384,0.019995332,0
O43760,SYNGR2,Homo sapiens (Human),0.489981053,1,0.473098214,0.106645101,0.077807062,0
O43772,SLC25A20,Homo sapiens (Human),0.025952951,0.17303819,0.383475392,1,0.125544311,0
O43776,NARS,Homo sapiens (Human),1,0.735438825,0.304207566,0.153441326,0,0.00596196
O43795,MYO1B,Homo sapiens (Human),1,0.569505142,0.366787538,0.152999676,0.013306667,0
O43813,LANCL1,Homo sapiens (Human),1,0.81171922,0.390063447,0.211828372,0.025788909,0
O43837,IDH3B,Homo sapiens (Human),0.030165787,0.087951221,0.311659578,1,0.101780207,0
O43847,NRDC,Homo sapiens (Human),1,0.70465404,0.24127626,0.188814393,0.038159492,0
O43852,#N/A,#N/A,0.30333501,1,0.9852876,0.513144271,0.022521976,0
O43852-2,#N/A,#N/A,0.286475048,0.879979991,1,0.574637578,0.03985423,0
O43854,EDIL3,Homo sapiens (Human),0.268834222,1,0.624516101,0.185870062,0.047275258,0
O43920,NDUFS5,Homo sapiens (Human),0.003124474,0.025508382,0.285053628,1,0.156980772,0
O43934,#N/A,#N/A,0.311982808,1,0.501409599,0.157983868,0.034789433,0
O60238,BNIP3L,Homo sapiens (Human),0.301011959,0.657353022,0.565138951,1,0.116866935,0
O60313,OPA1,Homo sapiens (Human),0,0.069710951,0.301874062,1,0.088780949,0.01349362
O60331,PIP5K1C,Homo sapiens (Human),1,0.56369165,0.365437128,0.244599755,0.019532761,0
O60353,#N/A,#N/A,0.894812714,1,0.613443934,0.338716675,0.021805599,0
O60476,MAN1A2,Homo sapiens (Human),0.199007689,1,0.588803837,0.158257381,0.018569064,0
O60488,ACSL4,Homo sapiens (Human),0.749337175,0.728841256,0.61814601,1,0.100156366,0
O60504,SORBS3,Homo sapiens (Human),1,0.504992104,0.203793085,0.116704218,0.007799089,0
O60506,SYNCRIP,Homo sapiens (Human),1,0.955865641,0.570496332,0.312138311,0.080596877,0
O60507,TPST1,Homo sapiens (Human),0.294608214,1,0.768749753,0.177899427,0.053652143,0
O60568,PLOD3,Homo sapiens (Human),0.197883027,0.491543773,1,0.513236188,0.095648209,0
O60637,TSPAN3,Homo sapiens (Human),0.29218617,1,0.522546202,0.15133337,0.074374424,0
O60645,EXOC3,Homo sapiens (Human),1,0.584214652,0.413693802,0.183805321,0.003300444,0
O60664,PLIN3,Homo sapiens (Human),1,0.809604341,0.193496209,0.100653834,0.00529184,0
O60669,SLC16A7,Homo sapiens (Human),1,0.749564556,0.339969229,0.146915244,0.024449588,0
O60701,UGDH,Homo sapiens (Human),1,0.852819263,0.276571069,0.16793826,0.022176835,0
O60716,CTNND1,Homo sapiens (Human),1,0.591087964,0.341693387,0.149290129,0.025141291,0
O60749,SNX2,Homo sapiens (Human),1,0.820320658,0.556856809,0.18485335,0.044014131,0
O60762,DPM1,Homo sapiens (Human),0.662401787,0.920066017,1,0.609413767,0.050396878,0
O60763,USO1,Homo sapiens (Human),1,0.717630202,0.245267889,0.118787917,0.009284183,0
O60784,TOM1,Homo sapiens (Human),1,0.913247728,0.322530475,0.134749443,0.028786733,0
O60831,PRAF2,Homo sapiens (Human),0.562678296,1,0.967261043,0.476403783,0.17516466,0
O60841,EIF5B,Homo sapiens (Human),0.982580854,1,0.600859436,0.331672839,0.037699625,0
O60869,EDF1,Homo sapiens (Human),1,0.914339008,0.512374625,0.481886615,0.058994554,0
O60884,DNAJA2,Homo sapiens (Human),1,0.841237076,0.334285289,0.178500962,0.001677956,0
O60888,CUTA,Homo sapiens (Human),0.920080986,0.918148084,0.526090574,1,0.069305798,0
O75027,ABCB7,Homo sapiens (Human),0.059118293,0.127385681,0.353138466,1,0.13394204,0
O75056,SDC3,Homo sapiens (Human),1,0.899598322,0.486707954,0.184655326,0.004967757,0
O75063,FAM20B,Homo sapiens (Human),0.351052189,1,0.665064947,0.317144281,0.049657656,0
O75083,WDR1,Homo sapiens (Human),1,0.754692567,0.247604027,0.106153469,0,0.003234727
O75110,ATP9A,Homo sapiens (Human),0.504509197,1,0.62124433,0.192864384,0.049692676,0
O75116,ROCK2,Homo sapiens (Human),1,0.794972414,0.41740019,0.20926261,0.003818192,0
O75131,CPNE3,Homo sapiens (Human),1,0.798544969,0.243346881,0.199511613,0,0.002653738
O75165,DNAJC13,Homo sapiens (Human),0.334124805,1,0.607711396,0.174543835,0.027797641,0
O75167,#N/A,#N/A,1,0.677051998,0.427127184,0.208763169,0.070620096,0
O75208,COQ9,Homo sapiens (Human),0.026837627,0.107818851,0.240497189,1,0.062602497,0
O75306,NDUFS2,Homo sapiens (Human),0,0.070842181,0.323873615,1,0.182688472,0.047851801
O75323,GBAS,Homo sapiens (Human),0,0.080177419,0.278830614,1,0.131352382,0.011407875
O75347,TBCA,Homo sapiens (Human),0.973523612,1,0.204435591,0.098892162,0,0.01664715
O75367,H2AFY,Homo sapiens (Human),0,0.006016098,0.080408616,0.329020703,1,0.109906972
O75368,SH3BGRL,Homo sapiens (Human),0.920438152,1,0.331500177,0.221255849,0.057704284,0
O75369,FLNB,Homo sapiens (Human),1,0.644079661,0.317161171,0.202540069,0.015583613,0
O75380,NDUFS6,Homo sapiens (Human),0.016807267,0.07227335,0.291535875,1,0.100010821,0
O75381,PEX14,Homo sapiens (Human),0.181852229,0.323234179,0.448491469,1,0.926428616,0
O75390,CS,Homo sapiens (Human),0,0.067842802,0.28585848,1,0.084378446,0.009279969
O75396,SEC22B,Homo sapiens (Human),0.765450274,1,0.754428146,0.409731848,0.0513932,0
O75431,MTX2,Homo sapiens (Human),0.088289098,0.224923623,0.417249835,1,0.146361262,0
O75436,VPS26A,Homo sapiens (Human),1,0.874861393,0.347013979,0.18504265,0.005784589,0
O75438,NDUFB1,Homo sapiens (Human),0,0.095129747,0.333157468,1,0.192798795,0.038908071
O75439,PMPCB,Homo sapiens (Human),0,0.074691705,0.311849456,1,0.172451884,0.052911389
O75477,ERLIN1,Homo sapiens (Human),0.438318852,1,0.875631708,0.51023559,0.062874425,0
O75489,NDUFS3,Homo sapiens (Human),0,0.060767926,0.304690631,1,0.194412871,0.044036459
O75503,CLN5,Homo sapiens (Human),0.297032155,1,0.749172337,0.218305632,0.030883183,0
O75508,CLDN11,Homo sapiens (Human),0.757967308,1,0.456472346,0.163627628,0.013703664,0
O75521,ECI2,Homo sapiens (Human),0.024529716,0.122960521,0.288567958,1,0.236929521,0
O75534,CSDE1,Homo sapiens (Human),1,0.877615221,0.486735668,0.349496626,0.064385157,0
O75569,PRKRA,Homo sapiens (Human),0.993571788,1,0.846902884,0.574493841,0.042520388,0
O75600,GCAT,Homo sapiens (Human),0.112497181,0.243717576,0.381597191,1,0.127302468,0
O75695,RP2,Homo sapiens (Human),1,0.676333372,0.397611165,0.159665857,0.01189668,0
O75718,CRTAP,Homo sapiens (Human),0.218052656,0.612863453,1,0.528194625,0.064666787,0
O75746,SLC25A12,Homo sapiens (Human),0,0.085157892,0.310866545,1,0.137726964,0.005766157
O75762,TRPA1,Homo sapiens (Human),1,0.953700254,0.787573814,0.331878503,0.052144911,0
O75781,PALM,Homo sapiens (Human),1,0.587540412,0.276993198,0.128131835,0.012884977,0
O75787,ATP6AP2,Homo sapiens (Human),0.391971062,1,0.642046351,0.336886176,0.033162678,0
O75844,ZMPSTE24,Homo sapiens (Human),0.825791796,1,0.835894536,0.383344207,0.028383328,0
O75874,IDH1,Homo sapiens (Human),1,0.800319591,0.250429464,0.130602928,0.031944023,0
O75879,GATB,Homo sapiens (Human),0.01309373,0.110999315,0.258083612,1,0.087231405,0
O75880,SCO1,Homo sapiens (Human),0.014894939,0.090818158,0.336194612,1,0.087479553,0
O75886,STAM2,Homo sapiens (Human),1,0.925344282,0.305325122,0.173849603,0.007500272,0
O75891,ALDH1L1,Homo sapiens (Human),0.076689569,0.145168006,0.290507943,1,0.110473552,0
O75915,ARL6IP5,Homo sapiens (Human),0.51685169,0.85091047,1,0.556808908,0.12646908,0
O75935,DCTN3,Homo sapiens (Human),1,0.770299695,0.329859598,0.197421017,0.043956944,0
O75947,ATP5H,Homo sapiens (Human),0,0.083848454,0.294981616,1,0.120928223,0.043375336
O75955,FLOT1,Homo sapiens (Human),1,0.974175473,0.750001866,0.275949955,0.051464037,0
O75962,TRIO,Homo sapiens (Human),1,0.735774647,0.380539052,0.210561438,0.011609873,0
O75964,ATP5L,Homo sapiens (Human),0.013648213,0.143825129,0.37010657,1,0.173753594,0
O75970,MPDZ,Homo sapiens (Human),1,0.762122352,0.484359852,0.237091015,0.017463441,0
O75976,CPD,Homo sapiens (Human),0.18364062,1,0.490186417,0.13347821,0.01347873,0
O76003,GLRX3,Homo sapiens (Human),1,0.811154996,0.212760787,0.188846444,0.010106923,0
O76024,WFS1,Homo sapiens (Human),0.30870847,0.67579893,1,0.537472962,0.075510052,0
O76031,CLPX,Homo sapiens (Human),0,0.060267853,0.265187136,1,0.137710593,0.034399975
O76074,PDE5A,Homo sapiens (Human),1,0.781789918,0.266350895,0.172345774,0.015486736,0
O76081,RGS20,Homo sapiens (Human),1,0.646097052,0.348780174,0.141871987,0,0.004125012
O94760,DDAH1,Homo sapiens (Human),1,0.746304255,0.270481585,0.123158812,0.010341083,0
O94766,B3GAT3,Homo sapiens (Human),0.22601921,1,0.568039404,0.135485995,0.016372855,0
O94804,STK10,Homo sapiens (Human),1,0.735416201,0.325350701,0.252329408,0,0.001887242
O94826,TOMM70A,Homo sapiens (Human),0,0.09308196,0.307601862,1,0.137516324,0.024607079
O94874,UFL1,Homo sapiens (Human),0.911625789,1,0.950821008,0.570383763,0.050870231,0
O94886,#N/A,#N/A,0.430868596,1,0.566229216,0.197137185,0.059621368,0
O94905,ERLIN2,Homo sapiens (Human),0.469562403,1,0.876846839,0.532709903,0.055603785,0
O94925-3,#N/A,#N/A,0.01956011,0.10032639,0.319520071,1,0.022735611,0
O94973,AP2A2,Homo sapiens (Human),0.982856569,0.932934688,1,0.487916543,0.074977371,0
O94979,SEC31A,Homo sapiens (Human),1,0.749110807,0.319696697,0.21127169,0.009147958,0
O95139,NDUFB6,Homo sapiens (Human),0,0.087362415,0.247169945,1,0.131887278,0.021072684
O95140,MFN2,Homo sapiens (Human),0.0357046,0.170433747,0.432939481,1,0.127625418,0
O95167,NDUFA3,Homo sapiens (Human),0.058066604,0.094935383,0.396208101,1,0.069932974,0
O95168,NDUFB4,Homo sapiens (Human),0.03129615,0.124491833,0.34673085,1,0.181437797,0
O95169,NDUFB8,Homo sapiens (Human),0.006289622,0.058911258,0.279255346,1,0.165722307,0
O95182,NDUFA7,Homo sapiens (Human),0.251259756,0.286571388,0.360414092,1,0.026280958,0
O95183,VAMP5,Homo sapiens (Human),1,0.722471849,0.390893503,0.133904434,0.004289491,0
O95202,LETM1,Homo sapiens (Human),0,0.06377941,0.287240121,1,0.126204584,0.027952963
O95249,GOSR1,Homo sapiens (Human),0.277236896,1,0.474710287,0.134952322,0.0224319,0
O95292,VAPB,Homo sapiens (Human),0.645407746,0.943814476,0.809252877,1,0.107740945,0
O95297,MPZL1,Homo sapiens (Human),1,0.847422564,0.477088731,0.224163622,0,0.003123183
E9PQ53,NDUFC2-KCTD14,Homo sapiens (Human),0,0.101681686,0.299838035,1,0.106605183,0.01619191
O95299,NDUFA10,Homo sapiens (Human),0,0.075063363,0.283862913,1,0.115605551,0.035769971
O95302,FKBP9,Homo sapiens (Human),0.245665568,0.723651311,1,0.585128941,0.074716592,0
O95336,PGLS,Homo sapiens (Human),1,0.88276875,0.295723532,0.187818322,0.045594375,0
O95373,IPO7,Homo sapiens (Human),1,0.719864311,0.354293001,0.141450218,0.015089306,0
O95425,SVIL,Homo sapiens (Human),1,0.644721569,0.361806731,0.242629854,0.027347543,0
O95433,AHSA1,Homo sapiens (Human),1,0.847575482,0.510584632,0.374790787,0,0.007909506
O95477,ABCA1,Homo sapiens (Human),0.934486187,1,0.670718258,0.240218011,0.055626119,0
O95563,MPC2,Homo sapiens (Human),0,0.079045942,0.317967851,1,0.057592072,0.006581669
O95571,ETHE1,Homo sapiens (Human),0,0.090187811,0.286856935,1,0.098939859,0.000533078
O95573,ACSL3,Homo sapiens (Human),0.763214587,0.916234998,1,0.56627161,0.119161893,0
O95721,SNAP29,Homo sapiens (Human),1,0.858953161,0.498310688,0.211746478,0.015352658,0
O95772,STARD3NL,Homo sapiens (Human),0.431949317,1,0.628330016,0.201486419,0.057140587,0
O95782,AP2A1,Homo sapiens (Human),0.875145974,0.920352093,1,0.394430383,0.070109973,0
O95810,SDPR,Homo sapiens (Human),0.611894568,1,0.953673758,0.288767584,0.048007209,0
O95816,BAG2,Homo sapiens (Human),0.202948028,1,0.913495324,0.668323322,0.023559456,0
O95817,BAG3,Homo sapiens (Human),1,0.695487652,0.249886403,0.158729727,0,0.003701388
O95819,#N/A,#N/A,1,0.611424686,0.352669833,0.123561365,0,0.005370998
O95822,MLYCD,Homo sapiens (Human),0,0.166610213,0.34753113,1,0.14878993,0.011671219
O95831,AIFM1,Homo sapiens (Human),0,0.072692727,0.296894105,1,0.105737261,0.03850443
O95861,#N/A,#N/A,0.913796711,1,0.651753992,0.841457701,0.11227393,0
O95864,FADS2,Homo sapiens (Human),0.565516609,0.929252937,1,0.727909767,0.10063483,0
O95865,DDAH2,Homo sapiens (Human),1,0.809064231,0.321845501,0.155692276,0.008833016,0
O95881,TXNDC12,Homo sapiens (Human),0.380670203,0.913472463,1,0.545603306,0.082119983,0
O95980,RECK,Homo sapiens (Human),1,0.725822284,0.433860711,0.192568212,0.020773239,0
O96000,NDUFB10,Homo sapiens (Human),0,0.067408704,0.25889655,1,0.155728462,0.015226989
O96005,CLPTM1,Homo sapiens (Human),0.510128002,1,0.873887372,0.571955136,0.047586083,0
O96008,TOMM40,Homo sapiens (Human),0,0.123578437,0.337510175,1,0.160797672,0.045458032
O96011,PEX11B,Homo sapiens (Human),0.320180326,0.567196609,0.575787872,1,0.7991628,0
P00167,CYB5A,Homo sapiens (Human),0.807055928,1,0.972528832,0.526165773,0.103181827,0
P00338,LDHA,Homo sapiens (Human),1,0.76542266,0.268248115,0.20203106,0.088093201,0
P00367,GLUD1,Homo sapiens (Human),0,0.076136064,0.28064656,1,0.113179052,0.02352572
P00387,CYB5R3,Homo sapiens (Human),0.243968144,0.380886411,0.597550145,1,0.13499724,0
P00390,GSR,Homo sapiens (Human),0.658722066,0.70632021,0.483636149,1,0.088320886,0
P00403,MT-CO2,Homo sapiens (Human),0,0.074775054,0.284469425,1,0.214328028,0.052395626
P00414,MT-CO3,Homo sapiens (Human),0,0.080621967,0.47836196,1,0.262521144,0.045681512
P00441,SOD1,Homo sapiens (Human),0.458713579,1,0.428518889,0.157733932,0.018341902,0
P00505,GOT2,Homo sapiens (Human),0,0.064893541,0.289473074,1,0.076766497,0.00494525
P00533,EGFR,Homo sapiens (Human),1,0.835755401,0.518472455,0.208491709,0.027791106,0
P00558,PGK1,Homo sapiens (Human),1,0.869326808,0.232485256,0.110006551,0.004482126,0
P00568,AK1,Homo sapiens (Human),1,0.980390555,0.304231631,0.10138696,0,0.024460475
P00749,PLAU,Homo sapiens (Human),0.326474838,1,0.759081202,0.268408811,0.060200038,0
