Uniprot Accession,Gene,Organism,1,2,3,4,5,6
O00214,LGALS8,Homo sapiens (Human),1,0.588173105,0.574169676,0.46589112,0.23422992,0
O00217,NDUFS8,Homo sapiens (Human),0,0.053829921,0.432967872,1,0.54350574,0.207445762
O00232,PSMD12,Homo sapiens (Human),0,0.175161989,0.014771018,0.314456035,1,0.454445339
O00264,PGRMC1,Homo sapiens (Human),0.422626933,1,0.572317859,0.491678552,0.523770684,0
O00291,HIP1,Homo sapiens (Human),1,0.700923036,0.882145589,0.315013442,0.083323392,0
O00299,CLIC1,Homo sapiens (Human),0.777453418,1,0.220287535,0.118199349,0.206665299,0
O00330,PDHX,Homo sapiens (Human),0,0.13791152,0.398839594,1,0.57353574,0.222821299
O00391,QSOX1,Homo sapiens (Human),0.428528455,1,0.618772356,0.437703209,0.439121567,0
O00400,SLC33A1,Homo sapiens (Human),0.122495996,0.958379046,0.467027964,0.675609561,1,0
O00410,IPO5,Homo sapiens (Human),0.085110813,0.156648237,0.356212184,1,0.290723911,0
O00461,GOLIM4,Homo sapiens (Human),0.265423522,1,0.736818448,0.271888074,0.296135238,0
O00468,AGRN,Homo sapiens (Human),0.194684439,1,0.955537859,0.65725,0.545913932,0
O00469,PLOD2,Homo sapiens (Human),0.245535123,1,0.607172045,0.529448604,0.650050317,0
O00483,NDUFA4,Homo sapiens (Human),0,0.070555481,0.422620186,1,0.479749821,0.163435801
O00560,SDCBP,Homo sapiens (Human),0.963088481,1,0.898668531,0.346899289,0.059934794,0
O00567,NOP56,Homo sapiens (Human),0,0.590909603,0.462815981,0.479018438,1,0.744547455
O00584,RNASET2,Homo sapiens (Human),0.194550666,0.530484447,1,0.475225834,0.227035518,0
O00622,CYR61,Homo sapiens (Human),0,0.400483133,0.235919477,0.361170084,1,0.455497412
O00746,NME4,Homo sapiens (Human),0,0.02283477,0.391906066,1,0.669296838,0.328886079
O00748,CES2,Homo sapiens (Human),0.363623694,1,0.49462156,0.43971042,0.406517048,0
O00754,MAN2B1,Homo sapiens (Human),0.340181857,0.750382953,1,0.517619565,0.205183462,0
O14495,PLPP3,Homo sapiens (Human),0.885387614,1,0.544339968,0.20919605,0.080376812,0
O14548,COX7A2L,Homo sapiens (Human),0,0.110340702,0.501511937,1,0.515761701,0.170381664
O14561,NDUFAB1,Homo sapiens (Human),0,0.121329462,0.486223499,1,0.622210488,0.096909982
O14579,COPE,Homo sapiens (Human),1,0.544051958,0,0.096747328,0.315371788,0.0890573
O14653,GOSR2,Homo sapiens (Human),0.442490332,1,0.461750736,0.298146,0.20933065,0
O14656,TOR1A,Homo sapiens (Human),0.476553757,1,0.594954843,0.432777883,0.48497468,0
O14657,TOR1B,Homo sapiens (Human),0.158556832,1,0.759107152,0.74823851,0.846664692,0
O14672,ADAM10,Homo sapiens (Human),0.365142847,1,0.692122239,0.571910189,0.912438186,0
O14683,TP53I11,Homo sapiens (Human),1,0.856989951,0.36744836,0.329803719,0.241103779,0
O14735,CDIPT,Homo sapiens (Human),0.46201898,1,0.526454811,0.649955458,0.875306687,0
O14773,TPP1,Homo sapiens (Human),0.025467788,0.469448583,1,0.522077626,0.140240207,0
O14818,PSMA7,Homo sapiens (Human),1,0.71346421,0.266432515,0.332912335,0.382495029,0
O14828,SCAMP3,Homo sapiens (Human),0.397162255,1,0.494480872,0.18246063,0.152360071,0
O14832,PHYH,Homo sapiens (Human),0,0.357131062,0.945285949,1,0.730120262,0.124289959
O14874,BCKDK,Homo sapiens (Human),0,0.051631473,0.426582951,1,0.645109043,0.289987467
O14879,IFIT3,Homo sapiens (Human),0.896501977,0.855230914,0.182459325,0.127583285,1,0
O14880,MGST3,Homo sapiens (Human),0,0.084435869,0.415673553,1,0.512377582,0.195443371
O14908,GIPC1,Homo sapiens (Human),1,0.889374832,0.295954837,0.297332764,0.129056118,0
Q5SRD1,TIMM23B,Homo sapiens (Human),0,0.049989949,0.370095513,1,0.174526717,0.058116769
O14949,UQCRQ,Homo sapiens (Human),0,0.100747897,0.'SEP113811826187,1,0.750515377,0.270334518
P19105,MYL12A,Homo sapiens (Human),0.209052248,0.252967453,1,0.370373655,0.117247141,0
O14964,HGS,Homo sapiens (Human),0.870052821,1,0.461004943,0.294641194,0.205806793,0
O14974,PPP1R12A,Homo sapiens (Human),1,0.664183617,0.279643125,0.206203325,0.086344082,0
O14980,XPO1,Homo sapiens (Human),0.471914557,0.187631857,0,0.746851627,1,0.271323642
O15031,PLXNB2,Homo sapiens (Human),0.986049602,1,0.556538978,0.407558565,0.352920973,0
O15091,KIAA0391,Homo sapiens (Human),0.051791298,0.008497649,0.429530858,1,0.322855336,0
O15118,NPC1,Homo sapiens (Human),0.515370037,0.918983977,1,0.367153926,0.110716349,0
O15126,SCAMP1,Homo sapiens (Human),0.353388055,1,0.547240393,0.254376315,0.151491372,0
O15127,SCAMP2,Homo sapiens (Human),0.484090773,1,0.409703822,0.246249465,0.1886452,0
O15143,ARPC1B,Homo sapiens (Human),0.716709286,0.736762816,0.692592898,0.645809246,1,0
O15144,ARPC2,Homo sapiens (Human),1,0.765744826,0.233550264,0.224369978,0.276056357,0
O15162,PLSCR1,Homo sapiens (Human),1,0.815851185,0.643295424,0.247642075,0.098998065,0
O15173,PGRMC2,Homo sapiens (Human),0.411155628,1,0.496650825,0.423476844,0.587685043,0
O15228,GNPAT,Homo sapiens (Human),0,0.287210275,0.886360604,1,0.804973228,0.06205649
O15235,MRPS12,Homo sapiens (Human),0,0.0772848,0.41304934,1,0.472460325,0.163750697
O15254,ACOX3,Homo sapiens (Human),0,0.227745265,0.688110705,0.897396086,1,0.156672794
O15258,RER1,Homo sapiens (Human),0.568771874,1,0.662712203,0.746435646,0.914713511,0
O15260,SURF4,Homo sapiens (Human),0.225537531,0.899622615,0.439004764,0.522354191,1,0
O15269,SPTLC1,Homo sapiens (Human),0.525399037,1,0.508829067,0.323076782,0.252115405,0
O15270,SPTLC2,Homo sapiens (Human),0.415782666,1,0.538835876,0.393014706,0.392026003,0
O15320,CTAGE5,Homo sapiens (Human),0.237716981,1,0.713967493,0.287743429,0.124541215,0
O15321,TM9SF1,Homo sapiens (Human),0.284736722,1,0.876123983,0.372963057,0.370368909,0
O15382,BCAT2,Homo sapiens (Human),0,0.137548418,0.465659185,1,0.670826786,0.127807531
O15400,STX7,Homo sapiens (Human),0.443701042,1,0.519975228,0.153718489,0.050034562,0
O15427,SLC16A3,Homo sapiens (Human),1,0.968209373,0.49518258,0.263686373,0.088609456,0
O15439,ABCC4,Homo sapiens (Human),1,0.962918601,0.857018213,0.467073811,0.362692197,0
O15460,P4HA2,Homo sapiens (Human),0.085088487,0.920032348,0.718200607,0.710074943,1,0
O15484,CAPN5,Homo sapiens (Human),1,0.836658474,0.502638325,0.220269171,0.127835108,0
O15533,TAPBP,Homo sapiens (Human),0.473051539,1,0.520008399,0.469316212,0.597576812,0
O43169,CYB5B,Homo sapiens (Human),0.195229455,0.945851771,0.773008189,0.998385399,1,0
O43175,PHGDH,Homo sapiens (Human),0,0.144970348,0.025727711,0.830259979,1,0.332749998
O43181,NDUFS4,Homo sapiens (Human),0,0.076923043,0.413735928,1,0.426817484,0.117298789
O43292,GPAA1,Homo sapiens (Human),0.392830948,1,0.603604947,0.446624677,0.571484365,0
O43294,TGFB1I1,Homo sapiens (Human),0.340543009,0.204313975,0,0.160704458,1,0.675025328
O43325,LYRM1,Homo sapiens (Human),0,0.052609029,0.400002335,1,0.560145381,0.225938757
O43396,TXNL1,Homo sapiens (Human),1,0.894894571,0.069270671,0.208404416,0.279410532,0
O43399,TPD52L2,Homo sapiens (Human),0.407974034,1,0.362336715,0.219700472,0.164419336,0
O43402,EMC8,Homo sapiens (Human),0.287743993,1,0.795604753,0.334201473,0.410926698,0
O43464,HTRA2,Homo sapiens (Human),0,0.037181241,0.349649925,1,0.26334521,0.079878871
O43491,#N/A,#N/A,1,0.638086428,0.210157495,0.105141629,0.030043585,0
O43493,TGOLN2,Homo sapiens (Human),0.240211098,1,0.410448161,0.219983555,0.305961689,0
O43504,LAMTOR5,Homo sapiens (Human),0.77662796,1,0.617197871,0.624708831,0.29841889,0
O43615,TIMM44,Homo sapiens (Human),0,0.052687871,0.354022997,1,0.485500313,0.194922185
O43633,CHMP2A,Homo sapiens (Human),0.639898233,1,0.587486061,0.455865443,0.727235061,0
O43657,TSPAN6,Homo sapiens (Human),0.398712115,1,0.702742783,0.243633403,0.085917248,0
O43674,NDUFB5,Homo sapiens (Human),0,0.078845066,0.416650448,1,0.616335235,0.25629069
O43676,NDUFB3,Homo sapiens (Human),0,0.049393904,0.37531232,1,0.683548507,0.291491759
O43677,NDUFC1,Homo sapiens (Human),0,0.091283579,0.413043364,1,0.853968059,0.266692433
O43678,NDUFA2,Homo sapiens (Human),0,0.083118432,0.39252184,1,0.538400722,0.231061205
O43681,ASNA1,Homo sapiens (Human),0.958683542,0.637604856,0,0.364417463,1,0.224051792
O43688,PLPP2,Homo sapiens (Human),0.692748241,1,0.765149849,0.357348891,0.135060536,0
O43707,ACTN4,Homo sapiens (Human),1,0.84136686,0.342936466,0.24480317,0.082190922,0
O43715,TRIAP1,Homo sapiens (Human),0,0.071607668,0.468186959,1,0.195372053,0.059210789
O43747,AP1G1,Homo sapiens (Human),0.233462535,1,0.749842808,0.266316542,0.202114806,0
O43760,SYNGR2,Homo sapiens (Human),0.904691374,1,0.832547008,0.404926053,0.002743836,0
O43772,SLC25A20,Homo sapiens (Human),0,0.066175254,0.353106518,1,0.546323974,0.224039363
O43776,NARS,Homo sapiens (Human),0.099706831,0.071787365,0,0.015355713,1,0.264446302
O43795,MYO1B,Homo sapiens (Human),1,0.778450136,0.466362263,0.215321796,0.091608716,0
O43819,SCO2,Homo sapiens (Human),0,0.066572827,0.441141438,1,0.271914801,0.060859769
O43837,IDH3B,Homo sapiens (Human),0,0.035013834,0.341935863,1,0.431405879,0.167071667
O43852,#N/A,#N/A,0.233075906,1,0.672693757,0.24006651,0.140214677,0
O43852-2,#N/A,#N/A,0.268395403,1,0.630405033,0.265407976,0.13014646,0
O43854,EDIL3,Homo sapiens (Human),1,0.831243357,0.52142839,0.293789525,0.160594667,0
O43865,AHCYL1,Homo sapiens (Human),0.743915534,0.086543177,0,0.298419725,1,0.686782579
O43920,NDUFS5,Homo sapiens (Human),0,0.071967118,0.406822626,1,0.542413644,0.168155599
O60220,TIMM8A,Homo sapiens (Human),0,0.060485624,0.430411319,1,0.243999657,0.097369178
O60313,OPA1,Homo sapiens (Human),0,0.082325855,0.430034588,1,0.258693626,0.082166314
O60476,MAN1A2,Homo sapiens (Human),0.180747322,1,0.724077931,0.305288164,0.449371709,0
O60488,ACSL4,Homo sapiens (Human),0.415204618,0.513904392,0.628429849,1,0.273754736,0
O60493,SNX3,Homo sapiens (Human),0.562976901,1,0,0.066141324,0.850781171,0.027866361
O60565,GREM1,Homo sapiens (Human),0,0.562877338,0.820826801,1,0.693413679,0.188322425
O60568,PLOD3,Homo sapiens (Human),0.183634807,1,0.728477712,0.475653831,0.481705494,0
O60613,42628,Homo sapiens (Human),0.304098629,1,0.617105174,0.371109761,0.295813422,0
O60645,EXOC3,Homo sapiens (Human),1,0.729006266,0.493854328,0.333352723,0.157586403,0
O60664,PLIN3,Homo sapiens (Human),1,0.936729366,0.361619009,0.301336469,0.317779001,0
O60716,CTNND1,Homo sapiens (Human),1,0.818356992,0.394011798,0.189796232,0.125666354,0
O60762,DPM1,Homo sapiens (Human),0.421293581,1,0.584985813,0.320874769,0.339576992,0
O60783,MRPS14,Homo sapiens (Human),0,0.124199615,0.457942939,1,0.471246373,0.192590676
O60831,PRAF2,Homo sapiens (Human),0.413550867,1,0.258308802,0.29291468,0.497759652,0
O60884,DNAJA2,Homo sapiens (Human),0,0.109836484,0.158126029,0.391065829,1,0.510057707
O75027,ABCB7,Homo sapiens (Human),0,0.078144257,0.343668384,1,0.519194861,0.141913013
O75063,FAM20B,Homo sapiens (Human),0.374676917,1,0.791931216,0.509934764,0.413482276,0
O75083,WDR1,Homo sapiens (Human),1,0.762568494,0.136841471,0.105757306,0.353537963,0
O75127,PTCD1,Homo sapiens (Human),0,0.098107381,0.47828167,1,0.464113215,0.207162814
O75165,DNAJC13,Homo sapiens (Human),0.207973291,1,0.390934617,0.185106478,0.163506682,0
O75190,DNAJB6,Homo sapiens (Human),0,0.087036095,0.145697705,0.352561348,1,0.727840696
O75208,COQ9,Homo sapiens (Human),0,0.049327946,0.42736412,1,0.49886529,0.140832521
O75306,NDUFS2,Homo sapiens (Human),0,0.065841806,0.367250457,1,0.5459649,0.221281377
O75323,GBAS,Homo sapiens (Human),0,0.074765868,0.411118065,1,0.824028225,0.34215111
O75348,ATP6V1G1,Homo sapiens (Human),0.718361412,1,0.935838417,0.40595132,0.129395101,0
O75368,SH3BGRL,Homo sapiens (Human),0.671185168,1,0.498734538,0.348856518,0.139101726,0
O75369,FLNB,Homo sapiens (Human),1,0.819707448,0.425568273,0.25027071,0.118586016,0
O75380,NDUFS6,Homo sapiens (Human),0,0.081507486,0.431343104,1,0.405449953,0.138258676
O75381,PEX14,Homo sapiens (Human),0,0.433072674,0.956192306,1,0.906188281,0.107379789
O75390,CS,Homo sapiens (Human),0,0.059104272,0.413758361,1,0.629837792,0.246899328
O75396,SEC22B,Homo sapiens (Human),0.689610962,1,0.222938551,0.094599689,0.128688221,0
O75431,MTX2,Homo sapiens (Human),0.125180678,0.198073885,0.37021452,1,0.500588255,0
O75438,NDUFB1,Homo sapiens (Human),0,0.079265434,0.356554894,1,0.597138942,0.241418363
O75439,PMPCB,Homo sapiens (Human),0,0.05125608,0.374911157,1,0.601390407,0.233870004
O75477,ERLIN1,Homo sapiens (Human),0.324657634,1,0.430252082,0.434776063,0.631836217,0
O75489,NDUFS3,Homo sapiens (Human),0,0.048943194,0.379046718,1,0.569156744,0.227247007
O75503,CLN5,Homo sapiens (Human),0.28307384,0.76827992,1,0.531995521,0.299306401,0
O75521,ECI2,Homo sapiens (Human),0,0.161589223,0.646791426,1,0.800749485,0.252435467
O75531,BANF1,Homo sapiens (Human),0.176958304,0.888287734,1,0.583318938,0.56033203,0
O75616,ERAL1,Homo sapiens (Human),0.259473847,0.721096472,0.809747352,1,0.431439325,0
O75695,RP2,Homo sapiens (Human),1,0.826117232,0.472130665,0.181764923,0.076545314,0
O75718,CRTAP,Homo sapiens (Human),0.240611734,1,0.662390891,0.392422196,0.417873314,0
O75746,SLC25A12,Homo sapiens (Human),0,0.060355552,0.407738707,1,0.324589228,0.104125373
O75762,TRPA1,Homo sapiens (Human),0.99406124,1,0.808087419,0.599686707,0.421788164,0
O75781,PALM,Homo sapiens (Human),1,0.633486082,0.271639195,0.10220223,0.045357143,0
O75787,ATP6AP2,Homo sapiens (Human),0.363291836,1,0.516207308,0.343777372,0.371040998,0
O75844,ZMPSTE24,Homo sapiens (Human),0.539781113,1,0.563869849,0.386051121,0.406876198,0
O75879,GATB,Homo sapiens (Human),0,0.080334764,0.401097038,1,0.367611784,0.141989273
O75880,SCO1,Homo sapiens (Human),0,0.074310586,0.430401302,1,0.313869513,0.14038702
O75891,ALDH1L1,Homo sapiens (Human),0,0.063854502,0.375008913,1,0.666548326,0.231007071
O75915,ARL6IP5,Homo sapiens (Human),0.500342011,1,0.459903926,0.240578872,0.166786139,0
O75947,ATP5H,Homo sapiens (Human),0,0.072857395,0.41433933,1,0.68179509,0.2705039
O75955,FLOT1,Homo sapiens (Human),1,0.818704566,0.758094566,0.387992656,0.114386657,0
O75964,ATP5L,Homo sapiens (Human),0,0.064605753,0.339608136,1,0.462662261,0.327333765
O75976,CPD,Homo sapiens (Human),0.223750073,1,0.639422877,0.207847147,0.146226361,0
O76024,WFS1,Homo sapiens (Human),0.258877653,1,0.569290072,0.399728652,0.335360217,0
O76031,CLPX,Homo sapiens (Human),0,0.042964775,0.43341954,1,0.526335373,0.19738033
O94766,B3GAT3,Homo sapiens (Human),0.311808671,1,0.613050372,0.272276242,0.263949182,0
O94826,TOMM70A,Homo sapiens (Human),0,0.144551212,0.437792944,1,0.362261295,0.133006151
O94874,UFL1,Homo sapiens (Human),0.506404316,1,0.207631951,0.104047286,0.135457752,0
O94901,SUN1,Homo sapiens (Human),0,0.100130287,0.052994386,0.316993991,1,0.217224968
O94905,ERLIN2,Homo sapiens (Human),0.228445267,0.961841337,0.440056503,0.547961356,1,0
O94919,ENDOD1,Homo sapiens (Human),0.543808653,1,0.430709713,0.337510158,0.326438856,0
O94925,#N/A,#N/A,0,0.028385925,0.370621886,1,0.953640259,0.365202193
O94925-3,#N/A,#N/A,0,0.060505071,0.458645272,1,0.690753001,0.295913195
O94973,AP2A2,Homo sapiens (Human),0.813057668,1,0.946527478,0.407976084,0.203400502,0
O94979,SEC31A,Homo sapiens (Human),0,0.043674879,0.086795945,0.37262509,1,0.625935025
O95139,NDUFB6,Homo sapiens (Human),0,0.049593224,0.377206572,1,0.643115098,0.251226018
O95140,MFN2,Homo sapiens (Human),0,0.109936954,0.444970296,1,0.307727621,0.08598901
O95167,NDUFA3,Homo sapiens (Human),0,0.049828271,0.372376219,1,0.4997465,0.209404359
O95168,NDUFB4,Homo sapiens (Human),0,0.111319354,0.378083491,1,0.74331032,0.290298297
O95169,NDUFB8,Homo sapiens (Human),0,0.034466832,0.350699906,1,0.692899296,0.241659445
O95182,NDUFA7,Homo sapiens (Human),0,0.061817078,0.395304459,1,0.467930082,0.152684627
O95183,VAMP5,Homo sapiens (Human),1,0.855525198,0.469886205,0.220074046,0.039313809,0
O95202,LETM1,Homo sapiens (Human),0,0.06342607,0.386444228,1,0.575500362,0.22895839
O95292,VAPB,Homo sapiens (Human),0.645332717,1,0.22415498,0.066113039,0.069112467,0
O95297,MPZL1,Homo sapiens (Human),0.63573104,1,0.548957708,0.260365806,0.258926881,0
E9PQ53,NDUFC2-KCTD14,Homo sapiens (Human),0,0.074553654,0.373889932,1,0.640820851,0.316984907
O95299,NDUFA10,Homo sapiens (Human),0,0.07215433,0.414773537,1,0.6062006,0.237224036
O95302,FKBP9,Homo sapiens (Human),0.25622424,1,0.627260269,0.361151428,0.255085393,0
O95363,FARS2,Homo sapiens (Human),0,0.112583891,0.436371408,1,0.588578472,0.160823403
O95394,PGM3,Homo sapiens (Human),0.077308759,0.155995841,0,0.257111173,1,0.374515228
O95470,SGPL1,Homo sapiens (Human),0.478258395,1,0.502199265,0.221137716,0.12972751,0
O95479,H6PD,Homo sapiens (Human),0.289226748,1,0.620116683,0.641413097,0.920789408,0
O95562,SFT2D2,Homo sapiens (Human),0.921948922,1,0.202024912,0.068671369,0.035394556,0
O95571,ETHE1,Homo sapiens (Human),0,0.063302229,0.432167896,1,0.741848275,0.314596995
O95573,ACSL3,Homo sapiens (Human),0.545787262,1,0.517727435,0.234137551,0.222082042,0
O95671,ASMTL,Homo sapiens (Human),0,0.095533157,0.323388815,0.987322105,1,0.495840072
O95721,SNAP29,Homo sapiens (Human),0.776543617,1,0.468178376,0.264059253,0.112243344,0
O95772,STARD3NL,Homo sapiens (Human),0.582611422,0.985901326,1,0.418329154,0.149309683,0
O95782,AP2A1,Homo sapiens (Human),0.991029003,1,0.987598888,0.325580251,0.117430876,0
O95810,SDPR,Homo sapiens (Human),0.982010178,1,0.729684971,0.24481213,0.094712678,0
O95816,BAG2,Homo sapiens (Human),0,1,0.536802125,0.381744443,0.51794279,0.423794478
O95817,BAG3,Homo sapiens (Human),0.012958182,0.006752886,0,0.23921485,1,0.582997575
O95822,MLYCD,Homo sapiens (Human),0,0.206291889,0.406787426,1,0.550067654,0.168289296
O95831,AIFM1,Homo sapiens (Human),0,0.072632003,0.398096702,1,0.266852967,0.087315476
O95865,DDAH2,Homo sapiens (Human),1,0.70552049,0.209314724,0.090610945,0.09584401,0
O95870,ABHD16A,Homo sapiens (Human),0.273934293,1,0.738714412,0.961374254,0.588790246,0
O95881,TXNDC12,Homo sapiens (Human),0.341232718,1,0.621909494,0.313757113,0.14759127,0
O95980,RECK,Homo sapiens (Human),0.918619528,1,0.477363244,0.360921786,0.383709296,0
O96000,NDUFB10,Homo sapiens (Human),0,0.092228612,0.386659482,1,0.623043384,0.233067312
O96005,CLPTM1,Homo sapiens (Human),0.284021324,1,0.504418297,0.335123166,0.418323962,0
O96008,TOMM40,Homo sapiens (Human),0,0.079480183,0.388573836,1,0.578268105,0.261521419
O96011,PEX11B,Homo sapiens (Human),0,0.415442427,0.826423622,0.939202295,1,0.110223076
ORFL147C,#N/A,#N/A,0.071863769,0,0.127261018,0.369104793,0.206773042,1
P00167,CYB5A,Homo sapiens (Human),0.525636144,1,0.464410696,0.290999455,0.226633873,0
P00338,LDHA,Homo sapiens (Human),0.972128957,1,0.641265367,0.566515734,0.456436341,0
P00367,GLUD1,Homo sapiens (Human),0,0.057252789,0.392183474,1,0.739082165,0.280512261
P00387,CYB5R3,Homo sapiens (Human),0.439614458,0.857048176,0.768075937,1,0.610007697,0
P00390,GSR,Homo sapiens (Human),0,0.051626208,0.346826711,1,0.453464788,0.097051865
P00441,SOD1,Homo sapiens (Human),0.528737117,1,0.798664164,0.41088683,0.109303575,0
P00505,GOT2,Homo sapiens (Human),0,0.050235737,0.394172104,1,0.451968881,0.186998833
P00533,EGFR,Homo sapiens (Human),0.822491046,1,0.535776456,0.39454022,0.217800037,0
P00558,PGK1,Homo sapiens (Human),0.910588407,1,0.332293553,0.270281285,0.299503159,0
P00749,PLAU,Homo sapiens (Human),0.069195661,1,0.144160591,0.111449771,0.942970314,0
P00750,PLAT,Homo sapiens (Human),0,0.385706146,0.163511073,0.323091758,1,0.150800297
P01033,TIMP1,Homo sapiens (Human),0.336287557,1,0.472684669,0.282067146,0.122780151,0
P01034,CST3,Homo sapiens (Human),0.363058894,1,0.536067,0.305499916,0.191058678,0
P01111,NRAS,Homo sapiens (Human),1,0.726914827,0.230290672,0.144747162,0.113781176,0
P01116,KRAS,Homo sapiens (Human),1,0.902273105,0.330735196,0.149603977,0.084655534,0
P01889,HLA-B,Homo sapiens (Human),1,0.855511043,0.496671048,0.160207107,0.053329089,0
P02452,COL1A1,Homo sapiens (Human),0.241853232,1,0.719414064,0.293780412,0.177762962,0
P02545,LMNA,Homo sapiens (Human),0.324705642,1,0.810592827,0.24276407,0.568104426,0
P02649,APOE,Homo sapiens (Human),0.039164339,1,0.717730242,0.388517439,0.723413417,0
P02656,APOC3,Homo sapiens (Human),0.848692655,0.850272775,0.330026777,0.467916667,1,0
P02751,FN1,Homo sapiens (Human),0.241022416,1,0.525287515,0.305714992,0.383637698,0
P02786,TFRC,Homo sapiens (Human),0.387189296,1,0.45336657,0.173931057,0.0981515,0
P02792,FTL,Homo sapiens (Human),0.294125618,0.7988398,1,0.3694012,0.110109934,0
P02794,FTH1,Homo sapiens (Human),0.428980295,0.821086183,1,0.431498897,0.10783537,0
P80297,MT1X,Homo sapiens (Human),0.492029683,1,0.31431767,0.318179649,0.181872115,0
P04040,CAT,Homo sapiens (Human),0,0.281159018,0.863007696,0.986359578,1,0.143538579
P04062,GBA,Homo sapiens (Human),0.195604357,0.684660614,1,0.386206717,0.142705299,0
P04075,ALDOA,Homo sapiens (Human),1,0.801679538,0.313493099,0.204164961,0.098606611,0
P04083,ANXA1,Homo sapiens (Human),1,0.991928009,0.3444507,0.188329406,0.199449138,0
P04156,PRNP,Homo sapiens (Human),1,0.833211647,0.437305084,0.14271772,0.063045082,0
P04179,SOD2,Homo sapiens (Human),0,0.069446853,0.517420964,1,0.592917517,0.213111801
P04181,OAT,Homo sapiens (Human),0,0.066993673,0.442310323,1,0.536844377,0.215333954
P04183,TK1,Homo sapiens (Human),0.061896324,0.128856985,0,0.278416887,1,0.782999994
